,Batsmen,clus,_c0,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score,ave,sr,custom
1253,DM Gondaria,2,1253,13,209,14,4,12,201,1,0,0,85,17.416666666666668,103.98009950248756,5.497512437810945
1254,AA Obanda,0,1254,46,999,116,18,44,1188,4,0,6,89,22.704545454545453,84.0909090909091,3.446127946127946
1255,IA Karim,1,1255,32,1019,107,13,25,1222,9,1,2,108,40.76,83.38788870703763,2.828150572831424
1256,CO Obuya,1,1256,70,1615,124,33,56,1922,8,0,2,98,28.839285714285715,84.0270551508845,3.5691987513007284
1257,RR Patel,2,1257,48,1201,83,57,38,1066,7,1,2,103,31.605263157894736,112.66416510318949,4.637898686679175
1258,SO Ngoche,2,1258,31,258,15,11,18,247,1,0,7,56,14.333333333333334,104.45344129554657,7.02834008097166
1259,LN Oluoch,0,1259,12,48,2,1,8,54,0,0,2,12,6.0,88.88888888888889,2.6666666666666665
1260,SR Bhudia,3,1260,3,4,0,0,2,15,0,0,1,3,2.0,26.666666666666668,0.6
1261,R Olipa,0,1261,1,3,0,0,1,3,0,0,0,3,3.0,100.0,1.0
1262,F Nsubuga,0,1262,22,194,10,8,16,309,0,0,3,31,12.125,62.7831715210356,2.207119741100324
1263,C Waiswa,0,1263,8,76,5,3,3,70,0,0,0,21,25.333333333333332,108.57142857142857,2.4
1264,C Raack,0,1264,1,9,1,0,0,8,0,0,0,9,0.0,112.5,1.125
1265,WA Duraisingam,1,1265,8,192,21,0,4,200,1,0,1,66,48.0,96.0,2.64
1266,Yusrina Yaakop,3,1266,4,11,1,0,4,38,0,0,0,5,2.75,28.947368421052634,0.5263157894736842
1267,Mahirah Izzati Ismail,0,1267,1,11,1,0,1,13,0,0,0,11,11.0,84.61538461538461,0.8461538461538461
1268,Mas Elysa,1,1268,3,111,13,0,2,124,0,0,0,38,55.5,89.51612903225806,0.9193548387096774
1269,Wan Julia,0,1269,2,26,3,0,2,34,0,0,0,15,13.0,76.47058823529412,0.8823529411764706
1270,Christina Baret,0,1270,6,79,3,0,5,128,0,0,0,27,15.8,61.71875,1.265625
1271,Ainna Hamizah Hashim,0,1271,1,37,4,0,0,35,0,0,0,37,0.0,105.71428571428572,1.0571428571428572
1272,Noor Hayati Zakaria,3,1272,2,3,0,0,0,13,0,0,1,3,0.0,23.076923076923077,0.46153846153846156
1273,Smruthi Radhakrishnan,3,1273,3,6,0,0,0,25,0,0,0,3,0.0,24.0,0.36
1274,Samantha Singham,0,1274,3,48,3,0,0,57,0,0,0,29,0.0,84.21052631578947,1.5263157894736843
1275,V Pasupathy,3,1275,2,6,0,0,2,15,0,0,1,6,3.0,40.0,0.8
1276,GK Diviya,1,1276,6,129,10,0,4,166,0,0,0,45,32.25,77.71084337349397,1.6265060240963856
1277,Shafina Mahesh,3,1277,3,20,2,0,3,33,0,0,0,9,6.666666666666667,60.60606060606061,0.8181818181818182
1278,PSR Gurusinghe,0,1278,2,24,2,0,2,36,0,0,0,14,12.0,66.66666666666666,0.7777777777777778
1279,Roshni Ramesh,0,1279,2,6,1,0,1,7,0,0,0,5,6.0,85.71428571428571,1.4285714285714286
1280,R Butler,1,1280,3,58,6,1,1,61,0,0,0,35,58.0,95.08196721311475,1.721311475409836
1281,C Overton,3,1281,3,31,2,0,1,124,0,0,0,26,31.0,25.0,0.6290322580645161
1282,SK Chandhrasekar,0,1282,5,57,3,0,4,107,0,0,0,32,14.25,53.271028037383175,1.4953271028037383
1283,EH Rendler,0,1283,6,61,6,2,6,62,0,0,0,35,10.166666666666666,98.38709677419355,3.3870967741935485
1284,S Sriharsha,0,1284,6,107,11,1,4,120,0,0,0,42,26.75,89.16666666666667,2.1
1285,S Bhaskar,0,1285,6,92,11,0,5,100,0,0,1,30,18.4,92.0,1.8
1286,NT Gruny,0,1286,6,47,4,0,5,88,0,0,0,33,9.4,53.40909090909091,2.25
1287,OT Wallerson,3,1287,4,32,1,0,4,63,0,0,0,23,8.0,50.79365079365079,1.4603174603174602
1288,S Ramautar,3,1288,4,13,1,0,2,41,0,0,0,5,6.5,31.70731707317073,0.4878048780487805
1289,M Patel,3,1289,4,18,2,0,4,50,0,0,0,12,4.5,36.0,0.96
1290,A Perera,0,1290,2,23,2,0,2,30,0,0,0,12,11.5,76.66666666666667,0.8
1291,M Khokhar,3,1291,2,5,0,0,1,14,0,0,1,5,5.0,35.714285714285715,0.7142857142857143
1292,KN Mirchandani,3,1292,3,25,2,0,3,40,0,0,1,13,8.333333333333334,62.5,0.975
1293,Saniyah Zia,0,1293,3,24,1,0,2,39,0,0,0,15,12.0,61.53846153846154,1.1538461538461537
1294,Mahewish Khan,0,1294,2,14,1,0,1,15,0,0,0,8,14.0,93.33333333333333,1.0666666666666667
1295,C Martin,0,1295,2,25,2,0,2,23,0,0,0,20,12.5,108.69565217391303,1.7391304347826086
1296,Hala Azmat,3,1296,2,3,0,0,0,24,0,0,0,2,0.0,12.5,0.16666666666666666
1297,Hiba Shamshad,3,1297,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
1298,Kainat Qazi,3,1298,1,2,0,0,1,5,0,0,0,2,2.0,40.0,0.4
1299,Maliha Baig,3,1299,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1300,C Atkins,0,1300,1,1,0,0,1,1,0,0,0,1,1.0,100.0,1.0
1301,U Iftikhar,0,1301,2,10,0,1,1,12,0,0,0,7,10.0,83.33333333333334,1.1666666666666667
1302,G Kodali,0,1302,2,6,0,0,0,4,0,0,0,5,0.0,150.0,2.5
1303,V Ateak,0,1303,6,31,3,0,5,45,0,0,1,24,6.2,68.88888888888889,3.2
1304,CM Akachukwu,0,1304,7,24,0,1,4,32,0,0,1,8,6.0,75.0,1.75
1305,TL Seifert,2,1305,8,141,10,7,8,113,0,0,0,45,17.625,124.7787610619469,3.185840707964602
1306,DJ Mitchell,2,1306,6,69,1,4,4,57,0,0,0,30,17.25,121.05263157894737,3.1578947368421053
1307,JN Hamilton,3,1307,1,5,0,0,1,59,0,0,0,5,5.0,8.47457627118644,0.0847457627118644
1308,RRS Cornwall,3,1308,1,15,2,0,1,31,0,0,0,15,15.0,48.38709677419355,0.4838709677419355
1309,J Blackwood,1,1309,24,1177,140,23,22,2041,10,5,2,143,53.5,57.66780989710926,1.6815286624203822
1310,TC Bruce,1,1310,5,157,12,3,3,124,2,0,0,59,52.333333333333336,126.61290322580645,2.379032258064516
1311,HD Rutherford,1,1311,39,1264,148,30,37,1701,9,1,2,171,34.16216216216216,74.30922986478542,3.9206349206349205
1312,TD Astle,3,1312,4,42,4,0,4,146,0,0,1,38,10.5,28.767123287671232,1.0410958904109588
1313,SHA Rance,3,1313,1,8,0,0,1,16,0,0,0,8,8.0,50.0,0.5
1314,OS Oyronke,3,1314,2,2,0,0,2,11,0,0,1,2,1.0,18.181818181818183,0.36363636363636365
1315,K Abdulquadri,3,1315,1,3,0,0,1,8,0,0,0,3,3.0,37.5,0.375
1316,F Eseigbe,3,1316,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1317,B Etim,0,1317,3,53,6,0,2,73,0,0,1,44,26.5,72.6027397260274,1.8082191780821917
1318,S Sunday,1,1318,1,45,5,0,1,50,0,0,0,45,45.0,90.0,0.9
1319,S Agazuma,1,1319,3,31,1,0,1,51,0,0,0,28,31.0,60.78431372549019,1.6470588235294117
1320,S Ingabire,3,1320,1,13,0,0,1,23,0,0,0,13,13.0,56.52173913043478,0.5652173913043478
1321,D Mukarurangwa,0,1321,3,19,2,0,2,22,0,0,0,13,9.5,86.36363636363636,1.7727272727272727
1322,Sanjida Islam,0,1322,18,286,26,4,15,461,1,0,0,71,19.066666666666666,62.039045553145336,2.772234273318872
1323,Ayasha Rahman,0,1323,25,430,40,3,22,624,1,0,0,70,19.545454545454547,68.91025641025641,2.8044871794871793
1324,Nigar Sultana,0,1324,23,376,28,1,15,645,0,0,2,41,25.066666666666666,58.29457364341085,1.462015503875969
1325,Ritu Moni,0,1325,15,115,5,0,8,198,0,0,3,28,14.375,58.080808080808076,2.121212121212121
1326,Fargana Hoque,0,1326,36,751,64,0,28,1144,4,0,3,67,26.821428571428573,65.64685314685315,2.1083916083916083
1327,Shaila Sharmin,0,1327,16,133,11,0,11,210,0,0,5,23,12.090909090909092,63.33333333333333,1.7523809523809524
1328,Fahima Khatun,2,1328,14,82,9,0,9,83,0,0,4,32,9.11111111111111,98.79518072289156,5.397590361445783
1329,Jahanara Alam,0,1329,27,90,4,0,17,151,0,0,4,11,5.294117647058823,59.60264900662252,1.966887417218543
1330,Salma Khatun,0,1330,28,319,27,1,23,504,0,0,2,32,13.869565217391305,63.29365079365079,1.7777777777777777
1331,Nahida Akter,3,1331,4,12,1,0,0,27,0,0,0,7,0.0,44.44444444444444,1.037037037037037
1332,S Jimmy,0,1332,16,218,18,1,12,299,1,0,3,58,18.166666666666668,72.90969899665552,3.1036789297658864
1333,N Vare,0,1333,8,41,4,0,6,49,0,0,0,10,6.833333333333333,83.6734693877551,1.6326530612244898
1334,K Oala,0,1334,9,113,6,7,7,178,0,0,0,35,16.142857142857142,63.48314606741573,1.7696629213483146
1335,T Ruma,0,1335,18,285,22,3,14,429,1,0,2,66,20.357142857142858,66.43356643356644,2.769230769230769
1336,B Tau,1,1336,13,250,28,0,8,411,0,0,0,46,31.25,60.82725060827251,1.4549878345498783
1337,V Frank,3,1337,9,52,4,0,7,117,0,0,1,13,7.428571428571429,44.44444444444444,1.0
1338,R Oa,3,1338,9,17,1,0,8,35,0,0,3,5,2.125,48.57142857142857,1.2857142857142858
1339,Adri van der Merwe,0,1339,8,125,7,0,6,179,0,0,2,31,20.833333333333332,69.83240223463687,1.3854748603351956
1340,KA Green,0,1340,8,85,8,0,7,119,0,0,0,36,12.142857142857142,71.42857142857143,2.4201680672268906
1341,SA Wittmann,0,1341,7,95,9,1,7,124,0,0,1,25,13.571428571428571,76.61290322580645,1.4112903225806452
1342,MP Enright,3,1342,3,22,0,0,3,52,0,0,0,12,7.333333333333333,42.30769230769231,0.6923076923076923
1343,Yasmeen Khan,3,1343,6,77,6,0,6,126,0,0,0,16,12.833333333333334,61.111111111111114,0.7619047619047619
1344,I van Zyl,0,1344,7,53,1,0,3,101,0,0,1,20,17.666666666666668,52.475247524752476,1.386138613861386
1345,JA Diergaardt,0,1345,6,58,8,0,5,78,0,0,3,33,11.6,74.35897435897436,2.5384615384615383
1346,D Foerster,3,1346,5,22,0,0,3,43,0,0,0,9,7.333333333333333,51.162790697674424,1.0465116279069768
1347,W Mwatile,0,1347,6,27,3,0,4,39,0,0,3,16,6.75,69.23076923076923,2.4615384615384617
1348,SN Shihepo,3,1348,4,4,0,0,3,13,0,0,2,3,1.3333333333333333,30.76923076923077,0.9230769230769231
1349,V Hamunyela,0,1349,3,9,1,0,1,14,0,0,0,5,9.0,64.28571428571429,1.0714285714285714
1350,K Arua,3,1350,13,100,7,0,9,203,0,0,4,27,11.11111111111111,49.26108374384236,1.729064039408867
1351,L Ramjit,0,1351,2,11,1,0,0,10,0,0,0,9,0.0,110.00000000000001,1.8
1352,AG Rao,3,1352,1,1,0,0,1,3,0,0,0,1,1.0,33.33333333333333,0.3333333333333333
1353,C Beckford,3,1353,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
1354,S Farooq,3,1354,1,1,0,0,0,2,0,0,0,1,0.0,50.0,0.5
1355,Murshida Khatun,0,1355,3,72,7,0,3,80,0,0,0,33,24.0,90.0,1.2375
1356,V Araa,3,1356,3,6,0,0,2,15,0,0,1,5,3.0,40.0,1.0
1357,Reehana Khan,3,1357,2,2,0,0,2,8,0,0,0,1,1.0,25.0,0.25
1358,I Toua,3,1358,1,6,0,0,0,9,0,0,0,6,0.0,66.66666666666666,0.6666666666666666
1359,N Ila,0,1359,1,3,0,0,0,3,0,0,0,3,0.0,100.0,1.0
1360,C de Lange,3,1360,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1361,Ibrahim Zadran,1,1361,5,124,9,5,4,307,1,1,0,108,31.0,40.390879478827365,1.758957654723127
1362,Qais Ahmad,0,1362,1,23,3,0,1,39,0,0,0,23,23.0,58.97435897435898,0.5897435897435898
1363,Zahir Khan,3,1363,3,0,0,0,2,12,0,0,3,0,0.0,0.0,0.0
1364,Shadman Islam,3,1364,2,53,5,0,2,162,0,0,0,41,26.5,32.71604938271605,0.5061728395061729
1365,Mominul Haque,1,1365,51,2390,284,5,43,4016,19,6,0,203,55.58139534883721,59.51195219123506,2.5779382470119523
1366,Nayeem Hasan,3,1366,1,8,1,0,0,19,0,0,0,8,0.0,42.10526315789473,0.42105263157894735
1367,T Maruma,0,1367,25,231,13,8,21,394,0,0,2,29,11.0,58.629441624365484,1.8401015228426396
1368,CT Mutombodzi,0,1368,21,235,16,5,16,262,0,0,2,32,14.6875,89.69465648854961,2.564885496183206
1369,Afif Hossain,2,1369,6,83,10,1,6,58,1,0,1,52,13.833333333333334,143.10344827586206,5.379310344827586
1370,Rahmanullah Gurbaz,2,1370,7,227,19,13,7,167,2,0,2,79,32.42857142857143,135.92814371257484,3.311377245508982
1371,Najeeb Tarakai,2,1371,15,290,25,12,14,258,1,0,1,90,20.714285714285715,112.40310077519379,5.232558139534884
1372,RW Chakabva,0,1372,49,1062,86,10,46,2119,3,2,6,154,23.08695652173913,50.11798017932987,3.561113732892874
1373,N Madziva,0,1373,21,155,10,5,13,206,0,0,2,28,11.923076923076923,75.24271844660194,2.854368932038835
1374,Nazmul Hossain Shanto,3,1374,3,46,5,0,3,130,0,0,0,30,15.333333333333334,35.38461538461539,0.6923076923076923
1375,A Ndlovu,3,1375,1,2,0,0,1,3,0,0,0,2,2.0,66.66666666666666,0.6666666666666666
1376,Fazal Niazai,0,1376,1,12,1,0,1,14,0,0,0,12,12.0,85.71428571428571,0.8571428571428571
1377,A Kitayama,0,1377,6,24,1,0,6,40,0,0,2,13,4.0,60.0,1.95
1378,Erika Oda,0,1378,6,89,6,0,5,110,0,0,0,36,17.8,80.9090909090909,1.9636363636363636
1379,M Kanno,3,1379,8,43,4,0,7,90,0,0,1,15,6.142857142857143,47.77777777777778,1.3333333333333333
1380,A Kanada,0,1380,3,34,2,0,2,49,0,0,1,29,17.0,69.38775510204081,1.7755102040816326
1381,M Yanagida,3,1381,8,47,3,0,7,114,0,0,1,18,6.714285714285714,41.228070175438596,1.263157894736842
1382,S Miyaji,0,1382,10,96,6,0,7,139,0,0,1,22,13.714285714285714,69.06474820143885,1.5827338129496402
1383,R Endo,3,1383,6,23,1,0,5,48,0,0,1,13,4.6,47.91666666666667,1.625
1384,A Kano,3,1384,4,15,0,0,3,31,0,0,2,8,5.0,48.38709677419355,1.032258064516129
1385,R Kanai,0,1385,3,8,1,0,0,10,0,0,0,6,0.0,80.0,1.8
1386,Su Jin Kim,3,1386,2,8,1,0,2,19,0,0,1,8,4.0,42.10526315789473,0.8421052631578947
1387,Mina Baek,1,1387,2,33,2,0,1,57,0,0,0,28,33.0,57.89473684210527,0.9824561403508771
1388,Seri Chang,3,1388,2,13,0,0,2,26,0,0,0,11,6.5,50.0,0.8461538461538461
1389,Seungmin Song,3,1389,3,24,2,0,3,62,0,0,0,14,8.0,38.70967741935484,0.6774193548387096
1390,Jiyeon Park,3,1390,2,11,1,0,2,32,0,0,0,9,5.5,34.375,0.5625
1391,Haliam Kwon,3,1391,2,3,0,0,2,7,0,0,1,3,1.5,42.857142857142854,0.8571428571428571
1392,Hyejin Park,3,1392,2,1,0,0,2,9,0,0,1,1,0.5,11.11111111111111,0.2222222222222222
1393,Kang Choi,3,1393,2,16,0,0,2,34,0,0,0,14,8.0,47.05882352941176,0.8235294117647058
1394,Bella Poon,0,1394,3,25,3,0,2,32,0,0,1,14,12.5,78.125,1.3125
1395,Y Daswani,3,1395,3,24,0,0,3,47,0,0,0,20,8.0,51.06382978723404,1.2765957446808511
1396,YS To,0,1396,4,44,1,0,2,81,0,0,0,18,22.0,54.32098765432099,0.8888888888888888
1397,KY Chan,0,1397,5,39,4,0,5,46,0,0,1,21,7.8,84.78260869565217,2.282608695652174
1398,M Hill,0,1398,5,43,3,0,5,64,0,0,0,19,8.6,67.1875,1.484375
1399,Shanzeen Shahzad,3,1399,2,11,0,0,1,22,0,0,0,9,11.0,50.0,0.8181818181818182
1400,Sun Meng Yao,0,1400,6,95,5,0,4,163,0,0,0,49,23.75,58.282208588957054,1.803680981595092
1401,Zhang Mei,3,1401,6,99,7,0,5,221,0,0,0,35,19.8,44.79638009049774,0.9502262443438914
1402,Zhang Chan,0,1402,3,5,0,0,2,6,0,0,1,3,2.5,83.33333333333334,1.5
1403,C Zhou,0,1403,8,67,4,0,8,104,0,0,2,26,8.375,64.42307692307693,2.0
1404,Huang Zhuo,0,1404,9,143,6,0,6,200,0,0,0,40,23.833333333333332,71.5,1.8
1405,F Song,0,1405,7,80,4,0,6,103,0,0,1,21,13.333333333333334,77.66990291262135,1.4271844660194175
1406,Han Lili,0,1406,3,20,2,0,1,22,0,0,0,16,20.0,90.9090909090909,2.1818181818181817
1407,L Jie,3,1407,2,1,0,0,1,6,0,0,1,1,1.0,16.666666666666664,0.3333333333333333
1408,Wu Juan,3,1408,3,17,0,0,3,34,0,0,0,9,5.666666666666667,50.0,0.7941176470588235
1409,LI Haoye,3,1409,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1410,M Yousaf,3,1410,2,14,0,0,2,28,0,0,0,10,7.0,50.0,0.7142857142857143
1411,Ruchitha Venkatesh,1,1411,2,31,1,0,1,57,0,0,0,25,31.0,54.385964912280706,0.8771929824561403
1412,Hiu Ying Cheung,3,1412,1,7,1,0,0,9,0,0,0,7,0.0,77.77777777777779,0.7777777777777778
1413,Chan Ka Man,3,1413,3,10,1,0,2,18,0,0,1,5,5.0,55.55555555555556,0.8333333333333334
1414,M Wai Siu,3,1414,2,4,0,0,1,9,0,0,0,3,4.0,44.44444444444444,0.6666666666666666
1415,M Shiraishi,3,1415,5,17,1,0,5,58,0,0,0,7,3.4,29.310344827586203,0.603448275862069
1416,N Tokizawa,1,1416,4,30,1,0,1,56,0,0,1,22,30.0,53.57142857142857,1.5714285714285714
1417,RR Seth,3,1417,2,10,1,0,1,32,0,0,0,6,10.0,31.25,0.375
1418,Vathana Sreemurugavel,3,1418,2,9,0,0,1,20,0,0,0,5,9.0,45.0,0.5
1419,H Dhavina,3,1419,1,2,0,0,1,3,0,0,0,2,2.0,66.66666666666666,0.6666666666666666
1420,Shafia Hassan,3,1420,1,5,0,0,1,9,0,0,0,5,5.0,55.55555555555556,0.5555555555555556
1421,SK Sonpethkar,3,1421,1,0,0,0,1,6,0,0,1,0,0.0,0.0,0.0
1422,SS Grimmond,2,1422,8,77,7,4,7,69,0,0,2,34,11.0,111.59420289855073,3.9420289855072466
1423,S Gajnabi,0,1423,5,34,4,0,5,50,0,0,0,11,6.8,68.0,1.1
1424,S Snater,0,1424,5,20,0,1,5,32,0,0,2,10,4.0,62.5,1.5625
1425,C Floyd,0,1425,2,23,2,1,1,23,0,0,0,21,23.0,100.0,1.826086956521739
1426,EH Hutchinson,2,1426,14,191,5,13,9,168,0,0,1,42,21.22222222222222,113.69047619047619,3.5
1427,J Theron,2,1427,9,47,4,1,4,38,0,0,3,31,11.75,123.6842105263158,7.342105263157895
1428,J Kila,2,1428,7,77,6,5,4,48,0,0,1,27,19.25,160.41666666666669,3.9375
1429,A Nao,0,1429,4,20,2,0,0,15,0,0,0,7,0.0,133.33333333333331,1.8666666666666667
1430,Javeria Rauf,0,1430,11,90,8,1,10,120,0,0,3,25,9.0,75.0,2.2916666666666665
1431,B Nwobodo,1,1431,2,45,1,0,1,80,0,0,0,33,45.0,56.25,0.825
1432,H Ayoka,3,1432,1,4,0,0,1,7,0,0,0,4,4.0,57.14285714285714,0.5714285714285714
1433,F Fyneface,3,1433,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1434,A Obulor,0,1434,1,1,0,0,0,1,0,0,0,1,0.0,100.0,1.0
1435,G Ephraim,3,1435,1,0,0,0,1,8,0,0,1,0,0.0,0.0,0.0
1436,M Desmond,3,1436,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1437,T Abdulquadri,3,1437,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1438,A Ndiraya,0,1438,8,121,17,0,6,228,0,0,1,35,20.166666666666668,53.07017543859649,1.2280701754385965
1439,M Short,3,1439,3,8,0,0,2,12,0,0,0,5,4.0,66.66666666666666,1.25
1440,BYA Mendis,0,1440,37,483,67,2,32,581,1,0,5,55,15.09375,83.13253012048193,3.5025817555938037
1441,MAA Sanjeewani,0,1441,10,94,5,0,10,181,0,0,1,36,9.4,51.93370165745856,1.988950276243094
1442,H Karunaratne,3,1442,5,47,4,0,5,77,0,0,1,17,9.4,61.038961038961034,1.103896103896104
1443,NND de Silva,3,1443,14,102,10,0,12,202,0,0,1,25,8.5,50.495049504950494,1.7326732673267327
1444,SIP Fernando,3,1444,8,16,1,0,3,46,0,0,4,11,5.333333333333333,34.78260869565217,1.9130434782608696
1445,EA Burns,2,1445,9,128,20,0,5,91,0,0,0,30,25.6,140.65934065934067,2.967032967032967
1446,NJ Carey,0,1446,10,179,18,0,9,190,1,0,0,60,19.88888888888889,94.21052631578948,3.1578947368421053
1447,WGAKK Kulasuriya,3,1447,4,14,2,0,3,33,0,0,1,12,4.666666666666667,42.42424242424242,1.4545454545454546
1448,H Graham,2,1448,8,103,5,2,5,89,0,0,0,33,20.6,115.73033707865167,2.966292134831461
1449,BMSM Kumari,3,1449,10,35,5,0,7,111,0,0,0,9,5.0,31.53153153153153,0.8108108108108109
1450,DL Piedt,3,1450,8,131,13,2,7,427,1,0,1,56,18.714285714285715,30.679156908665107,1.0491803278688525
1451,S Muthusamy,1,1451,2,98,10,0,1,276,1,0,0,82,98.0,35.507246376811594,0.5942028985507246
1452,PBB Rajapaksa,2,1452,5,131,7,9,4,92,1,0,0,77,32.75,142.3913043478261,4.184782608695652
1453,BOP Fernando,2,1453,4,98,10,3,4,87,1,0,0,78,24.5,112.64367816091954,3.586206896551724
1454,PADLR Sandakan,0,1454,13,65,9,0,9,118,0,0,3,28,7.222222222222222,55.08474576271186,3.0847457627118646
1455,CAK Rajitha,3,1455,3,3,0,0,1,13,0,0,2,3,3.0,23.076923076923077,0.6923076923076923
1456,A Nortje,3,1456,2,12,1,0,1,97,0,0,0,9,12.0,12.371134020618557,0.18556701030927836
1457,Zubayr Hamza,1,1457,1,62,10,1,1,83,1,0,0,62,62.0,74.69879518072288,0.7469879518072289
1458,GF Linde,1,1458,1,64,8,1,1,134,1,0,0,64,64.0,47.76119402985074,0.47761194029850745
1459,Sinae Kim,3,1459,1,1,0,0,1,17,0,0,0,1,1.0,5.88235294117647,0.058823529411764705
1460,Hee Jung Lee,3,1460,1,1,0,0,1,5,0,0,0,1,1.0,20.0,0.2
1461,Jiyeon Park (2),3,1461,1,1,0,0,0,2,0,0,0,1,0.0,50.0,0.5
1462,WK Lai,3,1462,3,17,0,0,2,37,0,0,0,8,8.5,45.94594594594595,0.6486486486486487
1463,CN Ackermann,1,1463,11,243,18,5,7,196,0,0,0,43,34.714285714285715,123.9795918367347,2.413265306122449
1464,GJ Delany,2,1464,12,265,24,8,9,173,2,0,0,89,29.444444444444443,153.17919075144508,6.173410404624278
1465,HT Tector,2,1465,11,173,14,3,7,131,0,0,0,47,24.714285714285715,132.06106870229007,3.946564885496183
1466,Ahsan Abbasi,0,1466,6,65,7,0,5,78,0,0,0,18,13.0,83.33333333333334,1.3846153846153846
1467,Nizakat Khan,2,1467,62,1430,120,50,56,1348,6,0,7,93,25.535714285714285,106.08308605341246,4.277448071216617
1468,Shahid Wasif,0,1468,12,146,8,4,9,181,0,0,2,45,16.22222222222222,80.66298342541437,2.983425414364641
1469,KD Shah,2,1469,28,482,45,11,22,557,3,0,4,79,21.90909090909091,86.53500897666068,3.971274685816876
1470,Waqas Barkat,0,1470,36,555,48,1,32,639,1,0,4,51,17.34375,86.85446009389672,2.8732394366197185
1471,A Bhagwat,3,1471,3,2,0,0,3,7,0,0,1,1,0.6666666666666666,28.57142857142857,0.42857142857142855
1472,Ehsan Khan,0,1472,18,230,15,10,9,264,0,0,4,42,25.555555555555557,87.12121212121212,2.8636363636363638
1473,Raag Kapur,0,1473,3,12,1,0,2,15,0,0,0,6,6.0,80.0,1.2
1474,Aarif Sheikh,0,1474,10,151,14,2,9,167,0,0,0,39,16.77777777777778,90.41916167664671,2.3353293413173652
1475,PA van Meekeren,0,1475,14,63,3,3,9,96,0,0,1,18,7.0,65.625,2.625
1476,SS McKechnie,0,1476,10,153,12,1,7,185,0,0,1,44,21.857142857142858,82.70270270270271,2.3783783783783785
1477,Haroon Arshad,2,1477,8,192,13,7,7,132,1,0,0,68,27.428571428571427,145.45454545454547,4.121212121212121
1478,Nasrulla Rana,3,1478,3,12,0,0,2,20,0,0,1,7,6.0,60.0,1.05
1479,Mohammad Ghazanfar,0,1479,3,15,2,0,2,19,0,0,0,6,7.5,78.94736842105263,0.9473684210526315
1480,K Christie,0,1480,4,14,0,0,2,20,0,0,1,11,7.0,70.0,2.2
1481,I Pandey,0,1481,4,33,5,0,4,50,0,0,0,22,8.25,66.0,1.76
1482,S Jora,0,1482,3,19,2,0,3,19,0,0,1,17,6.333333333333333,100.0,2.6842105263157894
1483,LN Rajbanshi,3,1483,1,3,0,0,1,6,0,0,0,3,3.0,50.0,0.5
1484,S Bhari,3,1484,2,0,0,0,1,3,0,0,2,0,0.0,0.0,0.0
1485,Naseem Khushi,2,1485,5,81,4,6,4,49,0,0,1,29,20.25,165.3061224489796,2.9591836734693877
1486,Shafali Verma,2,1486,8,213,25,9,7,148,2,0,2,73,30.428571428571427,143.91891891891893,3.945945945945946
1487,JI Rodrigues,0,1487,11,250,30,0,10,303,2,0,2,69,25.0,82.50825082508251,2.504950495049505
1488,P Vastrakar,0,1488,5,20,2,0,3,18,0,0,1,10,6.666666666666667,111.11111111111111,2.7777777777777777
1489,RP Yadav,0,1489,1,1,0,0,1,1,0,0,0,1,1.0,100.0,1.0
1490,T Bhatia,0,1490,6,42,4,0,2,60,0,0,1,11,21.0,70.0,1.1
1491,N Shangase,3,1491,3,18,4,0,3,48,0,0,0,10,6.0,37.5,0.625
1492,TS Sekhukhune,3,1492,5,9,0,0,3,44,0,0,2,6,3.0,20.454545454545457,0.6818181818181818
1493,N Mlaba,3,1493,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
1494,L Goodall,0,1494,9,136,19,0,6,198,0,0,1,38,22.666666666666668,68.68686868686868,1.7272727272727273
1495,A Reddy,0,1495,1,22,3,0,1,25,0,0,0,22,22.0,88.0,0.88
1496,AA Patil,0,1496,10,65,3,0,7,82,0,0,1,26,9.285714285714286,79.26829268292683,3.1707317073170733
1497,Iftikhar Ahmed,2,1497,14,246,23,7,10,215,1,0,1,62,24.6,114.41860465116278,4.037209302325581
1498,S Samarawickrama,0,1498,2,18,2,0,2,26,0,0,0,12,9.0,69.23076923076923,0.9230769230769231
1499,AK Perera,3,1499,5,38,1,0,5,61,0,0,0,13,7.6,62.295081967213115,1.0655737704918034
1500,M Bhanuka,0,1500,2,36,0,2,2,40,0,0,1,36,18.0,90.0,1.8
1501,Umar Akmal,2,1501,218,6046,528,135,177,6603,36,3,21,204,34.15819209039548,91.56444040587611,6.735120399818264
1502,SK Atai,3,1502,1,24,2,0,1,59,0,0,0,24,24.0,40.67796610169492,0.4067796610169492
1503,R Hekure,3,1503,5,8,0,0,4,17,0,0,0,2,2.0,47.05882352941176,0.5882352941176471
1504,Aritra Dutta,0,1504,8,116,8,5,8,109,0,0,0,33,14.5,106.42201834862387,2.4220183486238533
