,Bowler,clus,_c0,Matches,Runs,4,6,Wickets,Overs,balls,ave,econ,sr
827,Hamza Tahir,2,827,10,281,18,7,22,48.5,293.0,12.772727272727273,5.793814432989691,13.318181818181818
828,S Bau,0,828,18,327,27,5,7,65.5,395.0,46.714285714285715,4.99236641221374,56.42857142857143
829,L Siaka,0,829,13,197,18,2,10,53.0,318.0,19.7,3.7169811320754715,31.8
830,AV Lalcheta,0,830,43,1171,135,26,56,255.5,1535.0,20.910714285714285,4.583170254403131,27.410714285714285
831,SN Netravalkar,0,831,10,176,20,3,5,36.5,221.0,35.2,4.821917808219178,44.2
832,Jasdeep Singh,2,832,9,228,24,8,12,38.3,231.0,19.0,5.953002610966058,19.25
833,Steven Ryan Taylor,0,833,16,334,21,8,15,83.4,502.0,22.266666666666666,4.004796163069544,33.46666666666667
834,TP Allen,0,834,17,444,49,8,17,87.5,527.0,26.11764705882353,5.074285714285714,31.0
835,HR Walsh,0,835,11,280,27,12,11,38.1,229.0,25.454545454545453,7.349081364829396,20.818181818181817
836,NK Patel,2,836,10,141,10,5,14,35.1,211.0,10.071428571428571,4.017094017094017,15.071428571428571
837,GH O'Brien,2,837,10,209,21,7,13,40.4,244.0,16.076923076923077,5.173267326732674,18.76923076923077
838,DMW Rawlins,0,838,20,538,46,13,11,105.0,630.0,48.90909090909091,5.123809523809523,57.27272727272727
839,JE Pitcher,2,839,3,47,3,3,2,5.0,30.0,23.5,9.4,15.0
840,RJ Trott,2,840,18,464,28,13,23,81.0,486.0,20.17391304347826,5.728395061728395,21.130434782608695
841,KS Leverock,0,841,18,399,44,7,17,60.2,362.0,23.470588235294116,6.627906976744185,21.294117647058822
842,MO Jones,0,842,25,613,69,8,26,118.4,712.0,23.576923076923077,5.177364864864865,27.384615384615383
843,C Wright,0,843,10,251,28,6,8,56.5,341.0,31.375,4.442477876106195,42.625
844,KR Ebanks,3,844,9,278,32,7,2,44.4,268.0,139.0,6.261261261261262,134.0
845,AF Ifill,0,845,6,146,6,14,5,16.4,100.0,29.2,8.902439024390244,20.0
846,T Taylor,2,846,8,227,30,5,11,41.0,246.0,20.636363636363637,5.536585365853658,22.363636363636363
847,A Morris,0,847,11,303,22,10,14,63.1,379.0,21.642857142857142,4.80190174326466,27.071428571428573
848,YSD Seneveratne,2,848,2,21,2,1,0,1.2,8.0,0.0,17.5,0.0
849,P Manning,0,849,4,50,3,1,2,7.4,46.0,25.0,6.756756756756756,23.0
850,Junaid Siddiqui,0,850,28,643,54,11,18,110.2,662.0,35.72222222222222,5.834845735027223,36.77777777777778
851,GDR Eranga,2,851,12,276,22,9,18,58.2,350.0,15.333333333333334,4.742268041237113,19.444444444444443
852,D Heyliger,2,852,14,421,42,15,23,67.3,405.0,18.304347826086957,6.2555720653789,17.608695652173914
853,Saad Bin Zafar,2,853,19,487,38,14,34,103.3,621.0,14.323529411764707,4.714424007744434,18.264705882352942
854,N Dutta,0,854,22,627,44,10,27,134.3,807.0,23.22222222222222,4.668652271034996,29.88888888888889
855,NS Dhaliwal,0,855,11,149,12,7,3,23.2,140.0,49.666666666666664,6.422413793103448,46.666666666666664
856,M Mooketsi,0,856,9,250,18,10,9,36.1,217.0,27.77777777777778,6.925207756232687,24.11111111111111
857,D Kegasitswe,0,857,3,148,11,11,3,9.5,59.0,49.333333333333336,15.578947368421053,19.666666666666668
858,R Nehonde,0,858,9,190,15,3,5,41.4,250.0,38.0,4.5893719806763285,50.0
859,B Khumalo,3,859,3,89,8,4,1,8.5,53.0,89.0,10.470588235294118,53.0
860,D Maisuria,2,860,9,260,13,13,21,47.2,284.0,12.380952380952381,5.508474576271186,13.523809523809524
861,T Perera,2,861,2,36,3,2,0,2.2,14.0,0.0,16.363636363636363,0.0
862,Ameer Saiyed,3,862,5,110,6,5,1,16.4,100.0,110.0,6.707317073170732,100.0
863,HN Ya France,0,863,12,172,18,2,5,39.4,238.0,34.4,4.365482233502538,47.6
864,B Shikongo,2,864,10,119,9,0,7,21.4,130.0,17.0,5.560747663551402,18.571428571428573
865,MG Erasmus,2,865,13,220,11,3,13,47.0,282.0,16.923076923076923,4.680851063829787,21.692307692307693
866,CG Williams,2,866,23,444,27,13,28,92.3,555.0,15.857142857142858,4.810400866738895,19.821428571428573
867,N Shangase,0,867,7,135,18,1,5,23.1,139.0,27.0,5.844155844155844,27.8
868,Rameen Shamim,3,868,4,95,10,1,1,10.4,64.0,95.0,9.134615384615385,64.0
869,Aliya Riaz,0,869,21,403,49,5,11,80.1,481.0,36.63636363636363,5.031210986267166,43.72727272727273
870,Nida Dar,2,870,75,1532,126,25,82,294.4,1768.0,18.682926829268293,5.203804347826087,21.5609756097561
871,Fatima Sana,2,871,5,101,14,2,4,9.5,59.0,25.25,10.631578947368421,14.75
872,TS Sekhukhune,0,872,12,295,39,3,9,62.4,376.0,32.77777777777778,4.727564102564103,41.77777777777778
873,A Ndlovu,3,873,5,167,11,9,2,20.4,124.0,83.5,8.186274509803923,62.0
874,JD Campbell,2,874,1,20,1,0,0,1.0,6.0,0.0,20.0,0.0
875,MDK Perera,0,875,29,2694,223,36,96,799.2,4796.0,28.0625,3.3708708708708706,49.958333333333336
876,H Hiri,0,876,4,56,7,1,2,5.5,35.0,28.0,10.181818181818182,17.5
877,NR Kumar,2,877,18,416,33,11,20,71.2,428.0,20.8,5.842696629213483,21.4
878,DL Brangman,0,878,10,225,19,12,7,23.4,142.0,32.142857142857146,9.615384615384617,20.285714285714285
879,TK Patel,2,879,22,601,30,20,41,133.2,800.0,14.658536585365853,4.512012012012012,19.51219512195122
880,Aaron Jones,2,880,3,28,0,2,3,5.2,32.0,9.333333333333334,5.384615384615384,10.666666666666666
881,LHB Harrington-Myers,2,881,2,23,1,1,2,2.0,12.0,11.5,11.5,6.0
882,OGL Bascome,2,882,6,103,5,5,8,14.2,86.0,12.875,7.253521126760564,10.75
883,K Gore,2,883,8,173,11,6,18,42.5,257.0,9.61111111111111,4.070588235294117,14.277777777777779
884,Z McLaughlin,2,884,3,54,8,2,2,5.3,33.0,27.0,10.18867924528302,16.5
885,AC Douglas,2,885,8,110,9,3,9,14.0,84.0,12.222222222222221,7.857142857142857,9.333333333333334
886,MR Montfort,2,886,1,22,2,1,2,1.0,6.0,11.0,22.0,3.0
887,DC Stovell,0,887,24,615,52,15,27,109.3,657.0,22.77777777777778,5.6267154620311075,24.333333333333332
888,A Rangaswamy,2,888,9,209,20,5,14,53.1,319.0,14.928571428571429,3.935969868173258,22.785714285714285
889,P Silas,1,889,1,21,0,3,0,0.1,1.0,0.0,210.0,0.0
890,Mohammad Hasnain,0,890,6,268,30,8,6,29.1,175.0,44.666666666666664,9.209621993127147,29.166666666666668
891,Abu Jayed,0,891,3,214,28,2,9,36.5,221.0,23.77777777777778,5.863013698630137,24.555555555555557
892,Amir Mangal,1,892,1,17,1,0,1,0.3,3.0,17.0,56.66666666666667,3.0
893,JWN Moses,2,893,6,93,7,1,7,20.3,123.0,13.285714285714286,4.58128078817734,17.571428571428573
894,N Master,2,894,5,86,5,2,7,30.4,184.0,12.285714285714286,2.8289473684210527,26.285714285714285
895,K Modise,0,895,7,182,8,7,8,32.0,192.0,22.75,5.6875,24.0
896,C Waiswa,2,896,10,196,18,9,10,29.2,176.0,19.6,6.712328767123288,17.6
897,F Nsubuga,0,897,23,578,53,13,29,136.5,821.0,19.93103448275862,4.2344322344322345,28.310344827586206
898,E Isaneez,2,898,4,66,8,0,3,9.2,56.0,22.0,7.173913043478262,18.666666666666668
899,H Ssenyondo,0,899,19,530,48,8,20,121.0,726.0,26.5,4.380165289256198,36.3
900,D Muhumuza,3,900,10,136,10,4,1,27.0,162.0,136.0,5.037037037037037,162.0
901,DM Nakrani,2,901,4,93,9,2,6,11.1,67.0,15.5,8.378378378378379,11.166666666666666
902,Riazat Ali Shah,0,902,3,58,4,3,2,6.5,41.0,29.0,8.923076923076923,20.5
903,B Masaba,2,903,7,114,14,2,7,17.3,105.0,16.285714285714285,6.589595375722543,15.0
904,RG Mukasa,2,904,18,397,28,15,24,78.0,468.0,16.541666666666668,5.089743589743589,19.5
905,G Bakiweyem,2,905,8,175,16,5,17,50.5,305.0,10.294117647058824,3.4653465346534653,17.941176470588236
906,JK Vifah,2,906,1,8,1,0,0,0.2,2.0,0.0,40.0,0.0
907,IO Okpe,0,907,14,309,31,9,15,63.2,380.0,20.6,4.889240506329114,25.333333333333332
908,Mohameed Taiwo,2,908,2,40,3,1,2,4.5,29.0,20.0,8.88888888888889,14.5
909,VD Adewoye,2,909,6,118,17,1,6,12.2,74.0,19.666666666666668,9.672131147540984,12.333333333333334
910,I Danladi,2,910,2,33,3,0,4,4.3,27.0,8.25,7.674418604651163,6.75
911,CM Akachukwu,2,911,11,230,21,6,10,32.1,193.0,23.0,7.165109034267912,19.3
912,SA Okpe,2,912,6,72,7,1,5,9.5,59.0,14.4,7.578947368421052,11.8
913,AM Oyede,3,913,5,95,6,1,1,17.4,106.0,95.0,5.459770114942529,106.0
914,R Olipa,2,914,1,7,0,1,0,0.2,2.0,0.0,35.0,0.0
915,SO Ngoche,2,915,45,1124,86,30,60,210.1,1261.0,18.733333333333334,5.3498334126606375,21.016666666666666
916,E Otieno,0,916,41,1199,144,26,46,197.0,1182.0,26.065217391304348,6.086294416243655,25.695652173913043
917,LN Oluoch,2,917,20,409,42,15,20,74.0,444.0,20.45,5.527027027027027,22.2
918,NM Odhiambo,2,918,28,733,59,20,36,119.2,716.0,20.36111111111111,6.149328859060403,19.88888888888889
919,SR Bhudia,0,919,4,60,5,0,1,7.0,42.0,60.0,8.571428571428571,42.0
920,CO Obuya,2,920,34,593,46,10,34,108.4,652.0,17.441176470588236,5.4704797047970475,19.176470588235293
921,GK Diviya,0,921,6,96,5,0,4,21.4,130.0,24.0,4.4859813084112155,32.5
922,DH Sharma,2,922,1,28,2,0,2,1.0,6.0,14.0,28.0,3.0
923,T Wang Ling,2,923,2,34,5,0,0,2.1,13.0,0.0,16.19047619047619,0.0
924,Roshni Ramesh,2,924,3,35,4,0,0,5.5,35.0,0.0,6.363636363636363,0.0
925,Smruthi Radhakrishnan,0,925,6,155,20,0,5,21.2,128.0,31.0,7.311320754716982,25.6
926,Shafia Hassan,2,926,3,54,6,0,3,8.4,52.0,18.0,6.428571428571428,17.333333333333332
927,WA Duraisingam,0,927,7,119,2,0,4,24.5,149.0,29.75,4.857142857142857,37.25
928,Noor Hayati Zakaria,0,928,5,66,7,0,2,13.3,81.0,33.0,4.962406015037594,40.5
929,Nur Arianna Natsya,2,929,4,57,6,0,5,14.2,86.0,11.4,4.014084507042254,17.2
930,Wan Nor Zulaika,2,930,2,39,4,0,3,4.1,25.0,13.0,9.51219512195122,8.333333333333334
931,Nur Nadihirah,2,931,2,16,1,0,2,3.4,22.0,8.0,4.705882352941177,11.0
932,Christina Baret,2,932,2,15,1,0,0,2.0,12.0,0.0,7.5,0.0
933,Mas Elysa,2,933,3,35,2,1,3,7.3,45.0,11.666666666666666,4.794520547945206,15.0
934,Ainna Hamizah Hashim,2,934,3,37,4,0,4,7.4,46.0,9.25,5.0,11.5
935,C Overton,0,935,5,230,29,4,4,20.1,121.0,57.5,11.44278606965174,30.25
936,Mahewish Khan,2,936,2,30,2,1,4,3.5,23.0,7.5,8.571428571428571,5.75
937,A Perera,2,937,2,51,7,0,2,4.5,29.0,25.5,11.333333333333334,14.5
938,Saniyah Zia,2,938,4,58,8,0,4,11.1,67.0,14.5,5.225225225225225,16.75
939,Hiba Shamshad,0,939,2,23,2,0,1,4.3,27.0,23.0,5.348837209302326,27.0
940,KN Mirchandani,0,940,4,75,4,0,2,10.5,65.0,37.5,7.142857142857143,32.5
941,Hala Azmat,2,941,2,36,3,1,0,2.0,12.0,0.0,18.0,0.0
942,L Ramjit,2,942,6,70,4,1,7,16.0,96.0,10.0,4.375,13.714285714285714
943,C Beckford,2,943,4,48,7,0,5,8.2,50.0,9.6,5.853658536585367,10.0
944,S Farooq,3,944,6,63,5,1,1,14.0,84.0,63.0,4.5,84.0
945,OT Wallerson,2,945,5,64,6,0,6,15.0,90.0,10.666666666666666,4.266666666666667,15.0
946,S Ramautar,0,946,5,68,7,0,3,11.3,69.0,22.666666666666668,6.017699115044247,23.0
947,U Iftikhar,2,947,3,45,5,0,5,6.1,37.0,9.0,7.3770491803278695,7.4
948,G Kodali,2,948,2,21,3,0,1,2.4,16.0,21.0,8.75,16.0
949,E Ochieng,3,949,5,95,11,2,1,10.4,64.0,95.0,9.134615384615385,64.0
950,P Kerai,2,950,4,74,5,4,4,6.3,39.0,18.5,11.746031746031747,9.75
951,T Tshose,0,951,8,200,21,1,10,43.1,259.0,20.0,4.640371229698376,25.9
952,A Nortje,3,952,3,206,28,3,1,50.0,300.0,206.0,4.12,300.0
953,BC Fortuin,2,953,2,50,3,2,3,3.5,23.0,16.666666666666668,14.285714285714286,7.666666666666667
954,RRS Cornwall,0,954,1,173,22,0,3,10.4,64.0,57.666666666666664,16.634615384615383,21.333333333333332
955,TD Astle,0,955,5,178,13,5,4,39.4,238.0,44.5,4.517766497461929,59.5
956,I Muhawenimana,2,956,2,30,3,0,2,2.1,13.0,15.0,14.285714285714285,6.5
957,D Igihozo,2,957,1,10,1,0,1,0.5,5.0,10.0,20.0,5.0
958,A Ikuzwe,2,958,1,18,2,0,0,0.5,5.0,0.0,36.0,0.0
959,T Abdulquadri,0,959,2,25,3,0,1,5.1,31.0,25.0,4.901960784313726,31.0
960,F Eseigbe,2,960,1,17,0,0,0,1.0,6.0,0.0,17.0,0.0
961,M Desmond,2,961,2,37,3,0,4,5.1,31.0,9.25,7.254901960784315,7.75
962,B Etim,2,962,3,51,5,0,4,8.1,49.0,12.75,6.296296296296297,12.25
963,R Samson,2,963,3,41,3,0,2,7.3,45.0,20.5,5.616438356164384,22.5
964,S Sunday,1,964,1,11,0,0,1,0.2,2.0,11.0,55.0,2.0
965,R Oa,2,965,18,301,36,0,24,79.0,474.0,12.541666666666666,3.810126582278481,19.75
966,NM Ambo,2,966,8,82,10,0,9,20.2,122.0,9.11111111111111,4.0594059405940595,13.555555555555555
967,V Araa,3,967,8,83,5,1,1,15.2,92.0,83.0,5.460526315789474,92.0
968,M Tom,0,968,14,186,23,1,11,48.4,292.0,16.90909090909091,3.8429752066115705,26.545454545454547
969,S Jimmy,2,969,18,257,24,0,18,70.0,420.0,14.277777777777779,3.6714285714285713,23.333333333333332
970,K Oala,0,970,9,119,13,1,4,22.3,135.0,29.75,5.336322869955157,33.75
971,Jahanara Alam,2,971,40,662,82,3,41,166.4,1000.0,16.146341463414632,3.9783653846153846,24.390243902439025
972,Salma Khatun,2,972,38,650,64,3,41,169.4,1018.0,15.853658536585366,3.8370720188902006,24.829268292682926
973,Ritu Moni,2,973,13,117,12,0,11,28.1,169.0,10.636363636363637,4.1637010676156585,15.363636363636363
974,Nahida Akter,2,974,16,276,24,2,27,58.0,348.0,10.222222222222221,4.758620689655173,12.88888888888889
975,Fahima Khatun,2,975,24,368,26,3,21,72.4,436.0,17.523809523809526,5.082872928176795,20.761904761904763
976,SA Wittmann,0,976,8,102,12,0,5,23.4,142.0,20.4,4.3589743589743595,28.4
977,SN Shihepo,2,977,8,108,18,0,7,19.2,116.0,15.428571428571429,5.625,16.571428571428573
978,W Mwatile,2,978,6,81,10,0,5,18.1,109.0,16.2,4.475138121546961,21.8
979,I van Zyl,2,979,7,82,7,0,15,21.1,127.0,5.466666666666667,3.886255924170616,8.466666666666667
980,Yasmeen Khan,2,980,2,24,0,0,0,3.0,18.0,0.0,8.0,0.0
981,MP Enright,1,981,1,18,3,0,0,0.2,2.0,0.0,90.0,0.0
982,N Vare,1,982,1,8,1,0,1,0.1,1.0,8.0,80.0,1.0
983,Khadija Tul Kubra,2,983,29,581,57,7,42,137.3,825.0,13.833333333333334,4.231609613983976,19.642857142857142
984,AG Rao,2,984,3,45,4,0,3,8.1,49.0,15.0,5.555555555555555,16.333333333333332
985,KA Green,2,985,3,61,6,0,3,8.2,50.0,20.333333333333332,7.439024390243903,16.666666666666668
986,V Hamunyela,0,986,4,56,6,0,2,10.0,60.0,28.0,5.6,30.0
987,V Frank,3,987,7,117,11,2,1,21.5,131.0,117.0,5.441860465116279,131.0
988,K Arua,2,988,14,208,16,0,19,56.1,337.0,10.947368421052632,3.7076648841354722,17.736842105263158
989,D Foerster,2,989,3,39,4,1,3,4.3,27.0,13.0,9.069767441860465,9.0
990,I Toua,2,990,1,4,0,0,1,0.2,2.0,4.0,20.0,2.0
991,Shaila Sharmin,0,991,14,162,10,0,8,36.3,219.0,20.25,4.462809917355372,27.375
992,J Post,1,992,1,11,1,0,0,0.2,2.0,0.0,55.0,0.0
993,Nayeem Hasan,2,993,1,104,13,1,4,5.0,30.0,26.0,20.8,7.5
994,Mominul Haque,0,994,26,418,27,9,9,95.4,574.0,46.44444444444444,4.381551362683438,63.77777777777778
995,Zahir Khan,2,995,3,190,20,1,15,34.4,208.0,12.666666666666666,5.523255813953488,13.866666666666667
996,N Madziva,0,996,27,874,93,19,35,139.0,834.0,24.97142857142857,6.287769784172662,23.82857142857143
997,Fareed Ahmad,2,997,16,415,44,11,28,64.5,389.0,14.821428571428571,6.434108527131783,13.892857142857142
998,CT Mutombodzi,0,998,16,425,26,15,15,72.4,436.0,28.333333333333332,5.870165745856353,29.066666666666666
999,Aminul Islam Biplob,2,999,4,97,5,4,7,10.5,65.0,13.857142857142858,9.238095238095237,9.285714285714286
1000,Fazal Niazai,1,1000,1,12,2,0,0,0.2,2.0,0.0,60.0,0.0
1001,Afif Hossain,2,1001,4,51,1,5,4,5.5,35.0,12.75,9.272727272727273,8.75
1002,Naveen-ul-Haq,2,1002,9,296,28,4,17,50.5,305.0,17.41176470588235,5.861386138613861,17.941176470588236
1003,Seungmin Song,2,1003,3,32,1,0,6,11.0,66.0,5.333333333333333,2.909090909090909,11.0
1004,Seri Chang,2,1004,2,38,2,0,2,6.1,37.0,19.0,6.229508196721312,18.5
1005,Jiyeon Park,2,1005,2,32,2,0,3,5.2,32.0,10.666666666666666,6.153846153846153,10.666666666666666
1006,Mina Baek,2,1006,2,42,3,0,3,5.1,31.0,14.0,8.23529411764706,10.333333333333334
1007,Haliam Kwon,2,1007,2,35,3,0,0,5.0,30.0,0.0,7.0,0.0
1008,Hyejin Park,2,1008,2,12,1,0,2,2.4,16.0,6.0,5.0,8.0
1009,N Tokizawa,2,1009,6,69,7,0,6,17.5,107.0,11.5,3.942857142857143,17.833333333333332
1010,M Kanno,2,1010,6,74,8,0,4,15.3,93.0,18.5,4.836601307189542,23.25
1011,R Kanai,2,1011,3,30,1,0,2,7.1,43.0,15.0,4.225352112676057,21.5
1012,R Endo,2,1012,5,55,7,0,5,9.5,59.0,11.0,5.7894736842105265,11.8
1013,S Miyaji,0,1013,9,141,12,0,5,29.4,178.0,28.2,4.795918367346939,35.6
1014,Kiyo Fujikawa,2,1014,1,6,0,0,0,1.0,6.0,0.0,6.0,0.0
1015,M Yanagida,2,1015,8,94,6,0,12,27.4,166.0,7.833333333333333,3.4306569343065694,13.833333333333334
1016,Wang Meng,0,1016,9,91,8,0,3,26.0,156.0,30.333333333333332,3.5,52.0
1017,Wu Juan,2,1017,9,124,5,0,9,28.4,172.0,13.777777777777779,4.366197183098592,19.11111111111111
1018,L Jie,2,1018,6,84,3,0,6,20.3,123.0,14.0,4.137931034482759,20.5
1019,LI Haoye,2,1019,3,46,3,0,3,10.1,61.0,15.333333333333334,4.554455445544555,20.333333333333332
1020,Han Lili,2,1020,5,57,3,0,7,13.4,82.0,8.142857142857142,4.253731343283582,11.714285714285714
1021,M Wai Siu,2,1021,3,35,4,0,3,7.0,42.0,11.666666666666666,5.0,14.0
1022,M Hill,2,1022,4,73,7,0,4,10.3,63.0,18.25,7.0873786407766985,15.75
1023,KY Chan,2,1023,5,47,5,0,9,10.4,64.0,5.222222222222222,4.519230769230769,7.111111111111111
1024,Chan Ka Man,2,1024,5,66,6,0,7,14.3,87.0,9.428571428571429,4.615384615384615,12.428571428571429
1025,YS To,0,1025,3,52,0,0,2,9.3,57.0,26.0,5.591397849462365,28.5
1026,Ruchitha Venkatesh,2,1026,3,38,4,0,0,5.4,34.0,0.0,7.037037037037036,0.0
1027,K Nanno,0,1027,3,25,0,1,1,5.0,30.0,25.0,5.0,30.0
1028,A Kanada,2,1028,1,6,0,0,3,0.3,3.0,2.0,20.0,1.0
1029,H Dhavina,0,1029,2,43,5,0,1,4.4,28.0,43.0,9.772727272727272,28.0
1030,SK Sonpethkar,2,1030,1,27,2,0,1,1.3,9.0,27.0,20.76923076923077,9.0
1031,J Intan,2,1031,3,31,3,0,2,7.4,46.0,15.5,4.189189189189189,23.0
1032,Nik Nur Atiela,2,1032,1,8,1,0,2,0.2,2.0,4.0,40.0,1.0
1033,NJ Carey,0,1033,14,329,30,5,16,62.1,373.0,20.5625,5.297906602254428,23.3125
1034,SS Grimmond,0,1034,8,112,13,0,3,16.4,100.0,37.333333333333336,6.829268292682928,33.333333333333336
1035,S Gajnabi,0,1035,4,85,10,0,2,11.0,66.0,42.5,7.7272727272727275,33.0
1036,C Floyd,0,1036,2,51,5,3,1,2.3,15.0,51.0,22.17391304347826,15.0
1037,S Snater,0,1037,8,171,12,8,5,24.5,149.0,34.2,6.979591836734694,29.8
1038,BFW de Leede,1,1038,1,14,3,0,0,0.2,2.0,0.0,70.0,0.0
1039,A Nao,3,1039,6,211,21,7,3,27.5,167.0,70.33333333333333,7.672727272727273,55.666666666666664
1040,J Kila,0,1040,10,177,15,5,8,31.1,187.0,22.125,5.691318327974276,23.375
1041,J Theron,2,1041,24,750,68,17,42,106.1,637.0,17.857142857142858,7.0688030160226205,15.166666666666666
1042,EH Hutchinson,0,1042,19,402,44,6,16,95.3,573.0,25.125,4.218258132214061,35.8125
1043,BTJ Wheal,0,1043,16,532,68,9,23,79.5,479.0,23.130434782608695,6.6918238993710695,20.82608695652174
1044,Umaima Sohail,0,1044,3,45,5,0,1,8.2,50.0,45.0,5.487804878048781,50.0
1045,M Short,2,1045,4,41,2,0,5,13.5,83.0,8.2,3.037037037037037,16.6
1046,BMSM Kumari,0,1046,20,498,52,3,12,88.4,532.0,41.5,5.633484162895927,44.333333333333336
1047,EA Burns,2,1047,9,132,9,5,9,21.1,127.0,14.666666666666666,6.2559241706161135,14.11111111111111
1048,SIP Fernando,0,1048,12,240,26,2,11,66.2,398.0,21.818181818181817,3.6253776435045317,36.18181818181818
1049,WGAKK Kulasuriya,0,1049,5,206,27,1,5,31.4,190.0,41.2,6.560509554140127,38.0
1050,H Graham,2,1050,10,234,24,5,11,28.5,173.0,21.272727272727273,8.210526315789474,15.727272727272727
1051,DL Piedt,0,1051,8,1174,104,41,26,274.1,1645.0,45.15384615384615,4.283108354615104,63.26923076923077
1052,S Muthusamy,3,1052,2,173,18,4,2,23.4,142.0,86.5,7.3931623931623935,71.0
1053,D Elgar,0,1053,28,649,56,9,16,171.2,1028.0,40.5625,3.79088785046729,64.25
1054,RG Sharma,0,1054,86,1264,78,28,29,227.1,1363.0,43.58620689655172,5.565830030823426,47.0
1055,GF Linde,2,1055,1,133,9,5,4,5.1,31.0,33.25,26.078431372549023,7.75
1056,F Song,2,1056,5,54,3,0,10,12.4,76.0,5.4,4.354838709677419,7.6
1057,M Yousaf,2,1057,1,12,1,0,0,1.0,6.0,0.0,12.0,0.0
1058,CN Ackermann,0,1058,10,144,13,4,5,23.5,143.0,28.8,6.127659574468085,28.6
1059,KD Shah,0,1059,10,226,28,5,6,29.4,178.0,37.666666666666664,7.687074829931973,29.666666666666668
1060,K Christie,0,1060,11,279,31,7,10,35.3,213.0,27.9,7.903682719546743,21.3
1061,Nasrulla Rana,2,1061,7,122,17,2,8,16.1,97.0,15.25,7.577639751552795,12.125
1062,Mohammad Ghazanfar,0,1062,6,110,5,6,4,15.2,92.0,27.5,7.236842105263158,23.0
1063,Ehsan Khan,0,1063,26,773,65,18,37,165.4,994.0,20.89189189189189,4.673518742442563,26.864864864864863
1064,Waqas Barkat,0,1064,16,257,18,9,6,37.0,222.0,42.833333333333336,6.945945945945946,37.0
1065,Raag Kapur,2,1065,3,48,6,0,2,5.3,33.0,24.0,9.056603773584905,16.5
1066,Haroon Arshad,0,1066,7,101,11,2,2,10.0,60.0,50.5,10.1,30.0
1067,Nizakat Khan,0,1067,19,322,18,10,17,69.1,415.0,18.941176470588236,4.659913169319827,24.41176470588235
1068,T van der Gugten,2,1068,58,1235,136,28,83,213.5,1283.0,14.879518072289157,5.784543325526932,15.457831325301205
1069,S Bhari,0,1069,3,48,3,2,1,5.3,33.0,48.0,9.056603773584905,33.0
1070,N Mlaba,2,1070,3,58,7,2,0,5.0,30.0,0.0,11.6,0.0
1071,P Vastrakar,2,1071,6,73,7,1,4,13.1,79.0,18.25,5.572519083969466,19.75
1072,RP Yadav,2,1072,7,106,10,3,13,22.4,136.0,8.153846153846153,4.732142857142858,10.461538461538462
1073,AA Patil,2,1073,15,253,20,3,15,47.4,286.0,16.866666666666667,5.337552742616034,19.066666666666666
1074,A Reddy,2,1074,1,27,3,0,1,0.5,5.0,27.0,54.0,5.0
1075,A Bosch,0,1075,4,49,5,0,2,7.3,45.0,24.5,6.712328767123288,22.5
1076,Iftikhar Ahmed,0,1076,7,127,7,3,4,27.2,164.0,31.75,4.669117647058823,41.0
1077,Mohammad Nawaz (3),0,1077,39,1088,75,46,42,219.4,1318.0,25.904761904761905,4.95897903372835,31.38095238095238
1078,K Birkenstock,2,1078,1,5,0,0,1,0.1,1.0,5.0,50.0,1.0
1079,R Hekure,2,1079,7,68,2,2,4,6.4,40.0,17.0,10.625,10.0
1080,TH David,0,1080,10,221,19,7,8,29.2,176.0,27.625,7.568493150684931,22.0
1081,Sidhant Singh,0,1081,11,304,25,8,8,47.3,285.0,38.0,6.427061310782241,35.625
1082,DC Delany,2,1082,6,165,18,4,8,18.4,112.0,20.625,8.967391304347826,14.0
1083,Aizaz Khan,0,1083,56,1548,150,37,57,264.5,1589.0,27.157894736842106,5.852551984877127,27.87719298245614
1084,JS Kundi,2,1084,2,15,0,0,0,1.1,7.0,0.0,13.636363636363635,0.0
1085,Junaid Siddique (2),0,1085,8,177,20,4,7,24.1,145.0,25.285714285714285,7.344398340248962,20.714285714285715
1086,JJ Tucker,0,1086,30,816,60,28,23,144.0,864.0,35.47826086956522,5.666666666666667,37.56521739130435
1087,AS Abioye,2,1087,8,145,10,2,13,31.3,189.0,11.153846153846153,4.63258785942492,14.538461538461538
1088,D Ajekun,2,1088,6,75,5,2,4,8.5,53.0,18.75,8.823529411764707,13.25
1089,JO Adedeji,2,1089,5,66,2,1,5,21.5,131.0,13.2,3.0697674418604652,26.2
1090,RR Patel,0,1090,20,326,15,13,9,59.0,354.0,36.22222222222222,5.52542372881356,39.333333333333336
1091,JOA Gordon,2,1091,18,447,47,8,25,76.5,461.0,17.88,5.8431372549019605,18.44
1092,Imran Haider,0,1092,14,385,28,11,19,74.1,445.0,20.263157894736842,5.195681511470985,23.42105263157895
1093,D Gim,2,1093,4,65,5,2,3,3.3,21.0,21.666666666666668,19.6969696969697,7.0
1094,AAhan Achar,0,1094,5,102,6,4,2,11.4,70.0,51.0,8.947368421052632,35.0
1095,H Carlyon,0,1095,3,86,7,2,3,11.5,71.0,28.666666666666668,7.478260869565218,23.666666666666668
1096,Sulaimon Runsewe,2,1096,3,42,3,1,2,7.2,44.0,21.0,5.833333333333333,22.0
1097,NMS Param,2,1097,5,122,10,2,6,22.4,136.0,20.333333333333332,5.446428571428572,22.666666666666668
1098,NA Greenwood,2,1098,2,14,1,0,1,1.1,7.0,14.0,12.727272727272727,7.0
1099,Avi Dixit,2,1099,1,10,2,0,0,0.2,2.0,0.0,50.0,0.0
