Batsmen,Matches,Runs,Wickets,Balls,0,4,6,Strike Rate,Average,50,100,High Score
NT Paranavitana,31,1792,26,4285,0,206,5,41.82030338389732,68.92307692307692,14,6,134
TT Samaraweera,68,3851,47,7159,5,448,6,53.792429110210925,81.93617021276596,30,13,255
Mohammad Ayub,1,47,1,168,0,4,0,27.976190476190474,47.0,0,0,47
MS Panesar,31,119,24,437,7,9,0,27.23112128146453,4.958333333333333,0,0,16
SE Rowe,5,63,1,52,0,3,3,121.15384615384616,63.0,0,0,29
PG Fulton,71,2046,65,3845,4,192,38,53.211963589076724,31.476923076923075,11,2,246
BP Martin,5,74,4,142,0,14,0,52.11267605633803,18.5,0,0,41
SC Kerrigan,1,1,0,12,0,0,0,8.333333333333334,1.0,0,0,1
TGJ Gruijters,6,52,3,65,0,3,1,80.0,17.333333333333332,0,0,21
Junaid Siddique,68,1952,66,3616,6,218,14,53.982300884955755,29.575757575757574,14,3,132
RM Hira,3,37,2,34,0,4,1,108.82352941176471,18.5,0,0,20
H Davids,11,169,11,163,2,18,4,103.68098159509202,15.363636363636363,2,0,68
Tanvir Ahmed (1),6,188,4,284,0,27,2,66.19718309859155,47.0,2,0,61
IG Butler,12,83,8,135,2,6,2,61.48148148148148,10.375,0,0,25
RR Sarwan,114,4402,98,6801,5,411,37,64.72577562123217,44.91836734693877,32,8,291
M Arora,4,139,3,188,1,19,0,73.93617021276596,46.333333333333336,1,0,74
Shoaib Razzak,1,10,1,18,0,1,0,55.55555555555556,10.0,0,0,10
CR Pedersen,11,223,8,349,0,23,1,63.89684813753582,27.875,0,0,48
A Lambert,5,137,5,211,1,15,1,64.92890995260663,27.4,1,0,51
HS Hansen,2,12,1,16,0,2,0,75.0,12.0,0,0,6
AB Chawla,4,34,3,38,0,7,0,89.47368421052632,11.333333333333334,0,0,14
L Slebsager,5,9,2,20,1,1,0,45.0,4.5,0,0,5
IJ Kikasi,5,62,5,126,0,6,1,49.20634920634921,12.4,0,0,33
B Mwita,6,99,6,107,2,10,3,92.5233644859813,16.5,1,0,60
B Narender Reddy,2,23,2,62,1,1,0,37.096774193548384,11.5,0,0,23
PVSS Raja,1,4,1,6,0,0,0,66.66666666666667,4.0,0,0,4
R Madhavan,2,13,2,67,0,0,0,19.402985074626866,6.5,0,0,11
Aditya Mishra,3,21,3,28,1,2,1,75.0,7.0,0,0,15
OM Baker,7,114,6,176,2,12,1,64.77272727272727,19.0,0,0,40
ZR Jaboneke,3,12,1,10,1,2,0,120.0,12.0,0,0,7
Nik Arifin,1,0,1,1,1,0,0,0.0,0.0,0,0,0
SAN Anjum,1,2,0,6,0,0,0,33.333333333333336,2.0,0,0,2
BK Das,3,28,3,24,0,1,2,116.66666666666667,9.333333333333334,0,0,15
S Regmi,3,19,2,22,0,2,0,86.36363636363636,9.5,0,0,14
RG Corns,2,36,2,43,0,2,1,83.72093023255815,18.0,0,0,24
P Baskota,2,26,1,31,0,3,1,83.87096774193549,26.0,0,0,19
Taha Ahmed,6,59,5,73,1,3,2,80.82191780821918,11.8,0,0,19
Azurdeen Mohammed,1,10,1,18,0,0,1,55.55555555555556,10.0,0,0,10
KF Bakiweyem,2,12,2,30,0,1,0,40.0,6.0,0,0,7
O Harvey,2,84,1,142,0,8,3,59.15492957746479,84.0,1,0,51
A Kind-David,2,9,2,15,1,0,1,60.0,4.5,0,0,9
D Smith,1,9,1,45,0,0,0,20.0,9.0,0,0,9
L Natapei,2,41,2,81,1,4,1,50.617283950617285,20.5,0,0,41
J Shearer,2,14,2,20,0,2,0,70.0,7.0,0,0,11
NA Miyaji,2,34,2,134,0,3,0,25.37313432835821,17.0,0,0,28
A Patmore,2,192,2,275,0,21,2,69.81818181818181,96.0,2,1,101
D Mee,2,0,2,6,2,0,0,0.0,0.0,0,0,0
M Kobayashi,3,80,2,118,0,12,0,67.79661016949153,40.0,0,0,47
M Hanif Khan,1,10,1,9,0,2,0,111.11111111111111,10.0,0,0,10
K Ogawa,1,16,1,11,0,1,1,145.45454545454547,16.0,0,0,16
T Chino,2,1,1,10,1,0,0,10.0,1.0,0,0,1
T Hagihara,2,9,0,10,0,1,0,90.0,4.5,0,0,6
B Luitel,1,13,0,23,0,2,0,56.52173913043478,13.0,0,0,13
T Dorji,1,1,1,6,0,0,0,16.666666666666668,1.0,0,0,1
B Wakhley,2,5,2,21,0,0,0,23.80952380952381,2.5,0,0,3
D Dorji,2,15,1,13,0,1,1,115.38461538461539,15.0,0,0,13
DK Subba,2,5,1,15,0,1,0,33.333333333333336,5.0,0,0,4
S Cotter,2,32,2,41,0,5,0,78.04878048780488,16.0,0,0,26
G Clarke,2,31,1,97,0,2,0,31.95876288659794,31.0,0,0,22
BF Mailata,2,31,2,59,0,3,1,52.54237288135593,15.5,0,0,30
DE Burgess,2,25,1,81,0,1,0,30.864197530864196,25.0,0,0,19
T Kaisala,2,51,2,48,0,3,5,106.25,25.5,0,0,49
F Mulivai,2,22,1,12,0,1,2,183.33333333333334,22.0,0,0,11
M Shahbaz Butt,1,8,1,16,0,2,0,50.0,8.0,0,0,8
Shahid Ahmed,1,11,1,11,0,2,0,100.0,11.0,0,0,11
Ali Saleem,1,89,1,88,0,13,2,101.13636363636364,89.0,1,0,89
UH Sahi,1,35,0,23,0,5,1,152.17391304347825,35.0,0,0,35
Babar Shahzad,1,9,0,3,0,0,1,300.0,9.0,0,0,9
IC West,1,0,1,11,1,0,0,0.0,0.0,0,0,0
ML Su'a,1,6,1,13,0,1,0,46.15384615384615,6.0,0,0,6
T Alatasi,1,6,1,19,0,0,0,31.57894736842105,6.0,0,0,6
W Mariner,1,10,1,18,0,2,0,55.55555555555556,10.0,0,0,10
N Vaasili,1,1,0,5,0,0,0,20.0,1.0,0,0,1
F Uegaki,1,3,1,15,0,0,0,20.0,3.0,0,0,3
N Miyaji,1,5,1,8,0,0,0,62.5,5.0,0,0,5
M Taniyama,2,7,2,14,1,0,0,50.0,3.5,0,0,7
S Nakano,1,0,1,1,1,0,0,0.0,0.0,0,0,0
N Shah,1,20,1,66,0,3,0,30.303030303030305,20.0,0,0,20
Sheikh Muhammad,1,24,1,60,0,2,0,40.0,24.0,0,0,24
S Muhammad,1,22,1,33,0,3,1,66.66666666666667,22.0,0,0,22
JM Farmiloe,1,1,1,6,0,0,0,16.666666666666668,1.0,0,0,1
A Iqbal,1,10,1,24,0,1,0,41.666666666666664,10.0,0,0,10
M Krishnamoorthy,1,0,1,5,1,0,0,0.0,0.0,0,0,0
S Newport,1,7,1,17,0,1,0,41.1764705882353,7.0,0,0,7
A Rehman,1,20,1,30,0,2,1,66.66666666666667,20.0,0,0,20
S Mehta,1,27,1,36,0,4,0,75.0,27.0,0,0,27
W Shafiq,1,8,1,18,0,1,0,44.44444444444444,8.0,0,0,8
F Khaliq,1,5,0,11,0,0,0,45.45454545454545,5.0,0,0,5
MJ Avok,1,6,0,5,0,1,0,120.0,6.0,0,0,6
K Tari,1,2,0,2,0,0,0,100.0,2.0,0,0,2
LJ Poulton,8,159,7,196,0,22,0,81.12244897959184,22.714285714285715,0,0,39
SA Millanta,2,15,0,19,1,3,0,78.94736842105263,7.5,0,0,15
RH Candy,3,10,1,14,1,0,0,71.42857142857143,10.0,0,0,6
Tazia Akhter,2,3,2,12,1,0,0,25.0,1.5,0,0,3
Lily Rani Biswas,1,0,1,2,1,0,0,0.0,0.0,0,0,0
Mariam Hasan,2,9,2,12,0,0,0,75.0,4.5,0,0,8
Shukhtara Rahman,1,16,0,19,0,1,0,84.21052631578948,16.0,0,0,16
C Brits,6,143,5,192,1,13,1,74.47916666666667,28.6,1,0,60
TS Cordes,1,0,1,12,1,0,0,0.0,0.0,0,0,0
Y Potgieter,1,5,0,7,0,1,0,71.42857142857143,5.0,0,0,5
Usman Limbada,8,182,5,245,0,18,1,74.28571428571429,36.4,1,0,50
MS Aulakh,1,0,1,2,1,0,0,0.0,0.0,0,0,0
MM Iqbal,7,79,6,148,0,7,0,53.37837837837838,13.166666666666666,0,0,31
D Murphy,7,44,4,65,1,1,0,67.6923076923077,11.0,0,0,20
NM Carter,4,7,4,25,1,0,0,28.0,1.75,0,0,3
DLS van Bunge,17,234,14,351,2,15,8,66.66666666666667,16.714285714285715,1,0,52
SJ Elliott,2,133,1,344,0,15,0,38.66279069767442,133.0,1,1,114
TMK Mawoyo,18,673,16,1831,1,81,0,36.75587110868378,42.0625,7,1,175
CD Barnwell,6,78,4,65,1,4,4,120.0,19.5,0,0,34
RW Price,46,319,37,570,8,29,5,55.96491228070175,8.621621621621621,0,0,46
KV Jain,7,74,6,155,2,6,0,47.74193548387097,12.333333333333334,1,0,56
MC Juneja,7,125,7,134,0,11,1,93.28358208955224,17.857142857142858,0,0,49
KB Arun Karthik,8,51,5,53,1,4,1,96.22641509433963,10.2,0,0,19
R Shukla,4,19,1,23,0,2,0,82.6086956521739,19.0,0,0,14
S Sreesanth,49,212,26,477,14,28,1,44.44444444444444,8.153846153846153,0,0,29
AB Agarkar,39,303,26,404,2,20,5,75.0,11.653846153846153,0,0,39
L Balaji,14,43,8,60,5,3,1,71.66666666666667,5.375,0,0,15
IC Pandey,1,0,1,2,1,0,0,0.0,0.0,0,0,0
X Thalaivan Sargunam,1,10,1,17,0,0,0,58.8235294117647,10.0,0,0,10
S Narwal,4,37,3,29,1,6,0,127.58620689655173,12.333333333333334,0,0,23
UA Birla,1,7,1,15,0,1,0,46.666666666666664,7.0,0,0,7
M Rawat,11,55,5,70,1,4,1,78.57142857142857,11.0,0,0,23
RV Gomez,9,50,6,53,3,5,1,94.33962264150944,8.333333333333334,0,0,26
JNK Shannon,4,11,4,24,1,1,0,45.833333333333336,2.75,0,0,7
JW Ogle-Thomas,3,16,3,28,0,1,0,57.142857142857146,5.333333333333333,0,0,9
KO Meth,9,127,7,228,2,12,2,55.70175438596491,18.142857142857142,1,0,52
Enamul Haque jnr,7,39,4,136,1,5,0,28.676470588235293,9.75,0,0,13
Sajedul Islam,3,18,3,47,0,2,0,38.297872340425535,6.0,0,0,9
NE Farrant,1,1,0,1,0,0,0,100.0,1.0,0,0,1
RA Marshall,3,136,2,101,0,14,6,134.65346534653466,68.0,1,1,122
BS Bartley,6,50,6,60,1,3,1,83.33333333333333,8.333333333333334,0,0,15
NC McGarrell,3,66,1,71,0,6,2,92.95774647887323,66.0,0,0,23
CRM Douglas,5,48,5,81,1,5,0,59.25925925925926,9.6,0,0,21
SD Outerbridge,13,165,12,312,3,15,1,52.88461538461539,13.75,0,0,42
DL Hemp,22,547,18,762,3,61,5,71.78477690288715,30.38888888888889,5,0,76
Jason Anderson,2,38,1,58,0,4,2,65.51724137931035,38.0,0,0,29
T Gibbons,3,34,3,67,1,5,0,50.74626865671642,11.333333333333334,0,0,33
RJ Robinson,5,44,4,42,1,6,1,104.76190476190476,11.0,0,0,22
Ghazanfar Iqbal,1,0,1,2,1,0,0,0.0,0.0,0,0,0
A Ramesh,3,22,3,77,0,3,0,28.571428571428573,7.333333333333333,0,0,11
HJ Mehta,1,11,1,20,0,0,0,55.0,11.0,0,0,11
HP Patrizi,4,57,3,82,1,1,4,69.51219512195122,19.0,0,0,49
PA Petricola,14,342,14,461,2,25,6,74.18655097613883,24.428571428571427,2,0,89
DSF Arsakulasuriya,5,32,2,26,0,4,1,123.07692307692308,16.0,0,0,15
M Ndiko,1,7,1,15,0,1,0,46.666666666666664,7.0,0,0,7
B Musoke,2,1,2,23,1,0,0,4.3478260869565215,0.5,0,0,1
RG Okia,8,137,5,180,0,5,8,76.11111111111111,27.4,0,0,33
MGDCK Fernando,3,21,3,32,0,3,0,65.625,7.0,0,0,11
E Schiferli,5,20,3,42,0,2,0,47.61904761904762,6.666666666666667,0,0,5
NO Miller,31,307,17,427,5,24,4,71.89695550351288,18.058823529411764,1,0,51
MEMO Scott-Hayward,12,73,8,88,3,5,0,82.95454545454545,9.125,0,0,16
S Sivanantham,2,46,2,73,0,5,0,63.013698630136986,23.0,0,0,32
D Shabbir,2,59,1,78,0,5,0,75.64102564102564,59.0,0,0,36
MJ Turik,2,10,2,17,0,0,0,58.8235294117647,5.0,0,0,8
J Bartholemew,2,6,2,10,0,1,0,60.0,3.0,0,0,4
J White,1,1,1,5,0,0,0,20.0,1.0,0,0,1
V Vithanage,1,4,1,4,0,1,0,100.0,4.0,0,0,4
K Coulter,2,6,1,20,0,0,0,30.0,6.0,0,0,3
S Tittlemier,2,14,1,20,0,1,0,70.0,14.0,0,0,10
E Yamaguchi,2,2,2,8,0,0,0,25.0,1.0,0,0,1
M Takada,2,5,0,11,1,1,0,45.45454545454545,2.5,0,0,5
N Konchan,1,3,1,7,0,0,0,42.857142857142854,3.0,0,0,3
HW Rambaldo,4,148,3,194,0,9,0,76.28865979381443,49.333333333333336,2,0,58
T van der Gun,2,31,2,25,0,3,0,124.0,15.5,0,0,20
DM Braat,4,34,3,63,0,1,0,53.96825396825397,11.333333333333334,0,0,12
LN McCarthy,11,30,7,72,2,1,0,41.666666666666664,4.285714285714286,0,0,7
A Suda,1,0,1,1,1,0,0,0.0,0.0,0,0,0
A Burdett,1,0,1,1,1,0,0,0.0,0.0,0,0,0
MT Chinouya,4,7,2,43,2,1,0,16.27906976744186,3.5,0,0,6
RA Rolfe,1,0,1,3,1,0,0,0.0,0.0,0,0,0
Asad Ali,2,13,2,16,0,0,1,81.25,6.5,0,0,11
S Matsikenyeri,53,993,49,1315,3,87,12,75.51330798479087,20.26530612244898,5,0,86
T Mupariwa,16,71,13,173,7,7,1,41.040462427745666,5.461538461538462,0,0,20
Kamran Shazad,4,21,4,22,3,1,2,95.45454545454545,5.25,0,0,21
HS Almuzahim,6,93,5,106,0,10,2,87.73584905660377,18.6,0,0,45
Mohammad Azam,9,183,9,212,1,16,4,86.32075471698113,20.333333333333332,1,0,51
Pawan Kumar,1,0,1,2,1,0,0,0.0,0.0,0,0,0
CJ Botma,2,6,2,17,1,0,0,35.294117647058826,3.0,0,0,6
KL Tucker,4,16,2,16,2,1,1,100.0,8.0,0,0,12
G Goudie,3,9,3,10,0,1,0,90.0,3.0,0,0,7
SO Tikolo,37,782,31,897,5,96,9,87.17948717948718,25.225806451612904,4,0,89
TM Odoyo,33,643,28,862,4,49,18,74.5939675174014,22.964285714285715,4,1,111
GO Jones,19,414,16,397,1,33,11,104.28211586901763,25.875,2,0,55
CN Kent,6,63,6,59,0,4,2,106.77966101694915,10.5,0,0,24
Mohammad Shafiq,8,87,5,93,1,5,0,93.54838709677419,17.4,0,0,25
A Bagai,27,835,24,1170,1,80,2,71.36752136752136,34.791666666666664,6,0,87
Munir Dar,9,115,8,101,0,11,4,113.86138613861387,14.375,0,0,36
EHSN Silva,7,39,3,55,0,1,0,70.9090909090909,13.0,0,0,13
JR Hansen,1,1,1,3,0,0,0,33.333333333333336,1.0,0,0,1
D Daesrath,5,73,4,101,1,3,3,72.27722772277228,18.25,0,0,31
T Verwey,1,1,1,1,0,0,0,100.0,1.0,0,0,1
CR Amini,3,19,1,22,0,0,0,86.36363636363636,19.0,0,0,11
K Kamyuka,2,4,2,5,0,0,0,80.0,2.0,0,0,2
A Ziraba,1,0,1,3,1,0,0,0.0,0.0,0,0,0
Imran Awan,1,1,1,3,0,0,0,33.333333333333336,1.0,0,0,1
AS Dean,2,1,1,2,1,0,0,50.0,1.0,0,0,1
KRS Hansen,1,0,1,1,1,0,0,0.0,0.0,0,0,0
Asim Khurshid,2,17,2,24,1,0,0,70.83333333333333,8.5,0,0,17
S Groenewald,1,0,1,1,1,0,0,0.0,0.0,0,0,0
JK Mukhiya,1,6,0,4,0,1,0,150.0,6.0,0,0,6
EJ Richardson,1,12,1,18,0,2,0,66.66666666666667,12.0,0,0,12
AJ Redmond,19,505,18,882,0,72,4,57.2562358276644,28.055555555555557,3,1,102
A le Breton,3,27,2,30,0,3,0,90.0,13.5,0,0,14
Shathira Jakir,1,0,1,2,1,0,0,0.0,0.0,0,0,0
Sultana Yesmin,1,0,1,1,1,0,0,0.0,0.0,0,0,0
HK Bennett,6,14,3,65,2,0,0,21.53846153846154,4.666666666666667,0,0,4
SD Robson,7,336,7,756,0,42,1,44.44444444444444,48.0,2,1,151
Pankaj Singh,8,20,4,35,2,2,0,57.142857142857146,5.0,0,0,10
SDNS Karunaratne,3,22,2,25,0,3,0,88.0,11.0,0,0,13
RS Vandort,3,2,1,9,1,0,0,22.22222222222222,2.0,0,0,1
Marshall Ayub,3,125,3,292,0,13,1,42.80821917808219,41.666666666666664,2,0,56
Najeeb Amar,3,36,2,51,0,5,0,70.58823529411765,18.0,0,0,21
V Shetty,3,18,2,31,0,1,0,58.064516129032256,9.0,0,0,10
JM Dibble,1,0,1,1,1,0,0,0.0,0.0,0,0,0
Soniya Dabir,4,27,3,27,0,2,0,100.0,9.0,0,0,9
ELC Flanagan,3,26,3,41,0,3,0,63.41463414634146,8.666666666666666,0,0,12
L Kumari,1,2,1,10,0,0,0,20.0,2.0,0,0,2
SK Naidu,2,11,2,30,1,0,0,36.666666666666664,5.5,0,0,11
K McKenna,2,8,1,26,1,0,0,30.76923076923077,8.0,0,0,8
Shohely Akhter,1,3,1,6,0,0,0,50.0,3.0,0,0,3
Zeeshan Siddiqi,1,7,1,21,0,1,0,33.333333333333336,7.0,0,0,7
TC Bastiampillai,5,89,4,163,0,11,2,54.60122699386503,22.25,0,0,49
Khurram Chohan,11,87,7,154,0,6,2,56.493506493506494,12.428571428571429,0,0,22
LR Johnson,12,422,12,902,2,57,2,46.78492239467849,35.166666666666664,4,1,107
KK Peters,1,0,0,3,1,0,0,0.0,0.0,0,0,0
SB Odedra,1,2,1,35,0,0,0,5.714285714285714,2.0,0,0,2
Fikri Rosdi,2,50,2,105,0,5,0,47.61904761904762,25.0,0,0,27
AE Hall,3,8,3,23,1,1,0,34.78260869565217,2.6666666666666665,0,0,6
RN Roach,4,52,4,162,0,6,0,32.098765432098766,13.0,0,0,22
Ronald Ebanks,4,67,4,98,0,10,0,68.36734693877551,16.75,0,0,28
N Sellars,2,2,0,4,0,0,0,50.0,1.0,0,0,1
IR Rotsey,2,2,2,16,1,0,0,12.5,1.0,0,0,2
E Ofem,1,90,1,100,0,13,1,90.0,90.0,1,0,90
EA Okwudili,2,12,1,33,0,0,0,36.36363636363637,12.0,0,0,7
Ricky Sharma,2,0,2,11,2,0,0,0.0,0.0,0,0,0
HG Mohammed,1,2,1,4,0,0,0,50.0,2.0,0,0,2
IDA Damarell,2,74,2,110,0,14,0,67.27272727272727,37.0,0,0,43
L Savident,2,94,2,109,0,11,2,86.23853211009174,47.0,1,0,76
O Bryan,1,13,1,43,0,1,0,30.232558139534884,13.0,0,0,13
O Olatunji,1,23,1,55,0,1,0,41.81818181818182,23.0,0,0,23
O Onwuzulike,1,15,1,29,0,0,1,51.724137931034484,15.0,0,0,15
SO Akolade,1,11,0,16,0,0,0,68.75,11.0,0,0,11
JO Ogunlola,1,0,0,1,1,0,0,0.0,0.0,0,0,0
E Kiongozi,2,27,2,34,0,1,0,79.41176470588235,13.5,0,0,16
GJ McCarter,1,1,0,1,0,0,0,100.0,1.0,0,0,1
YV Takawale,10,192,8,183,2,26,3,104.91803278688525,24.0,0,0,45
S Rana,8,91,5,82,0,9,1,110.97560975609755,18.2,0,0,19
Shivam Sharma,2,5,1,3,0,1,0,166.66666666666666,5.0,0,0,4
VH Zol,2,29,2,26,0,3,1,111.53846153846153,14.5,0,0,16
M de Lange,2,10,2,21,0,2,0,47.61904761904762,5.0,0,0,9
VS Malik,2,7,1,7,0,1,0,100.0,7.0,0,0,6
MA Vermeulen,8,177,7,312,0,16,0,56.73076923076923,25.285714285714285,1,0,92
Noor-ul-Amin,1,0,0,1,1,0,0,0.0,0.0,0,0,0
K Goel,16,218,13,239,1,17,9,91.2133891213389,16.76923076923077,0,0,38
VRV Singh,3,12,2,16,1,2,0,75.0,6.0,0,0,8
ST Jayasuriya,146,4356,136,4141,13,508,137,105.19198261289543,32.029411764705884,28,10,152
SM Pollock,57,1196,43,1209,6,100,30,98.9247311827957,27.813953488372093,6,1,130
MA Khote,3,24,2,22,0,2,1,109.0909090909091,12.0,0,0,9
MV Boucher,154,4057,111,5752,6,350,69,70.53198887343532,36.549549549549546,26,3,147
SB Joshi,2,6,2,16,0,0,0,37.5,3.0,0,0,3
VY Mahesh,5,15,2,28,1,0,0,53.57142857142857,7.5,0,0,6
TM Srivastava,3,8,1,11,1,0,0,72.72727272727273,8.0,0,0,7
W Jaffer,15,296,14,541,2,34,4,54.71349353049908,21.142857142857142,2,0,73
B Akhil,11,76,5,57,2,5,5,133.33333333333334,15.2,0,0,27
SB Bangar,7,49,6,58,0,1,3,84.48275862068965,8.166666666666666,0,0,17
DNT Zoysa,2,11,1,9,0,1,0,122.22222222222223,11.0,0,0,10
D Kalyankrishna,1,3,1,8,0,0,0,37.5,3.0,0,0,3
SA Asnodkar,19,423,18,352,2,56,10,120.17045454545455,23.5,2,0,60
SK Warne,27,198,17,219,5,14,6,90.41095890410959,11.647058823529411,0,0,34
Salman Butt,88,3320,79,4747,11,437,14,69.93890878449547,42.0253164556962,26,8,155
SP Fleming,52,1763,47,2373,5,225,24,74.29414243573535,37.51063829787234,14,4,125
S Vidyut,8,145,8,115,1,21,3,126.08695652173913,18.125,1,0,54
LPC Silva,68,1583,58,2153,7,153,14,73.52531351602416,27.29310344827586,13,1,107
AS Yadav,6,49,5,40,1,5,2,122.5,9.8,0,0,16
WPUJC Vaas,60,637,37,1068,9,44,4,59.644194756554306,17.216216216216218,1,0,67
RR Raje,5,20,1,18,0,1,1,111.11111111111111,20.0,0,0,11
Mohammad Asif,28,119,18,345,8,16,0,34.492753623188406,6.611111111111111,0,0,29
GD McGrath,11,21,5,45,4,1,0,46.666666666666664,4.2,0,0,5
Joginder Sharma,5,36,4,30,2,1,2,120.0,9.0,0,0,16
M Ntini,42,154,18,404,11,20,1,38.118811881188115,8.555555555555555,0,0,28
DT Patil,2,13,1,13,0,1,0,100.0,13.0,0,0,9
A Kumble,30,274,13,704,2,30,0,38.92045454545455,21.076923076923077,1,0,96
A Chopra,6,53,5,75,0,7,0,70.66666666666667,10.6,0,0,24
T Taibu,75,2237,64,3261,6,170,22,68.59858938975775,34.953125,19,3,107
J Arunkumar,3,23,3,24,1,5,0,95.83333333333333,7.666666666666667,0,0,22
U Kaul,1,0,0,1,1,0,0,0.0,0.0,0,0,0
Niraj Patel,6,121,4,124,0,14,1,97.58064516129032,30.25,1,0,57
D Salunkhe,3,33,1,24,0,5,0,137.5,33.0,0,0,26
PM Sarvesh Kumar,1,1,0,2,0,0,0,50.0,1.0,0,0,1
DP Vijaykumar,1,1,0,1,0,0,0,100.0,1.0,0,0,1
Shoaib Akhtar,26,85,14,115,6,7,4,73.91304347826087,6.071428571428571,0,0,25
PR Shah,9,92,8,97,1,9,2,94.84536082474227,11.5,0,0,29
H Das,1,2,1,5,0,0,0,40.0,2.0,0,0,2
VS Yeligati,1,2,1,2,0,0,0,100.0,2.0,0,0,2
T Kohli,3,11,3,20,0,0,1,55.0,3.6666666666666665,0,0,7
WA Mota,8,56,5,76,0,2,0,73.6842105263158,11.2,0,0,25
RR Powar,22,191,13,279,1,13,3,68.45878136200717,14.692307692307692,1,0,54
Mehrab Hossain jnr,16,287,13,645,1,31,0,44.49612403100775,22.076923076923077,2,0,55
Raqibul Hasan,61,1529,53,2712,6,125,10,56.37905604719764,28.849056603773583,9,1,109
Dhiman Ghosh,12,125,9,207,3,9,1,60.38647342995169,13.88888888888889,0,0,30
MG Vandort,5,146,4,375,0,20,0,38.93333333333333,36.5,1,0,76
SM Warnapura,13,747,12,1287,1,91,2,58.04195804195804,62.25,7,2,182
T Thushara,38,443,29,567,6,41,7,78.1305114638448,15.275862068965518,1,0,54
ML Udawatte,12,295,12,419,2,30,3,70.40572792362768,24.583333333333332,2,0,73
Mohammad Yousuf,87,3412,76,5075,0,314,18,67.23152709359606,44.89473684210526,29,6,124
Aftab Ahmed,59,1187,55,1740,4,127,21,68.2183908045977,21.581818181818182,5,0,68
Bazid Khan,2,53,2,102,0,2,1,51.96078431372549,26.5,1,0,51
Iftikhar Anjum,25,175,13,281,3,11,3,62.27758007117438,13.461538461538462,0,0,32
Naumanullah,1,5,1,4,0,1,0,125.0,5.0,0,0,5
Dolar Mahmud,4,61,4,44,2,5,4,138.63636363636363,15.25,0,0,41
SR Clark,22,180,13,254,3,16,5,70.86614173228347,13.846153846153847,0,0,32
G Onions,8,31,2,99,2,4,0,31.31313131313131,15.5,0,0,17
SJ Harmison,14,138,8,253,0,16,1,54.54545454545455,17.25,0,0,49
RJ Sidebottom,27,271,17,642,2,27,0,42.21183800623053,15.941176470588236,0,0,32
ND McKenzie,22,1340,17,3057,1,167,5,43.83382401046778,78.82352941176471,9,3,249
AG Prince,47,1954,32,3976,3,202,12,49.14486921529175,61.0625,13,6,162
Mahbubul Alam,4,84,4,125,0,3,4,67.2,21.0,1,0,59
M Zondeki,2,0,2,3,2,0,0,0.0,0.0,0,0,0
LE Bosman,25,571,25,511,4,59,27,111.74168297455968,22.84,4,0,94
J Louw,2,24,1,9,0,1,3,266.6666666666667,24.0,0,0,23
Syed Rasel,23,68,14,161,6,6,0,42.2360248447205,4.857142857142857,0,0,10
PL Harris,24,374,22,1021,2,38,3,36.6307541625857,17.0,0,0,49
VB van Jaarsveld,5,24,4,39,1,0,0,61.53846153846154,6.0,0,0,12
BE McGain,1,2,0,16,0,0,0,12.5,2.0,0,0,2
I Khan,1,20,1,64,0,1,0,31.25,20.0,0,0,20
NW Bracken,35,181,19,274,7,12,3,66.05839416058394,9.526315789473685,0,0,21
B Geeves,1,10,0,11,0,1,0,90.9090909090909,10.0,0,0,10
A Symonds,115,3993,83,4238,6,359,102,94.21897121283624,48.10843373493976,31,6,223
JM How,47,1440,45,2464,2,171,7,58.44155844155844,32.0,11,2,139
IE O'Brien,16,189,12,499,2,24,0,37.875751503006015,15.75,0,0,38
CD Cumming,3,47,3,151,1,8,0,31.125827814569536,15.666666666666666,0,0,42
BJ Diamanti,1,26,0,23,0,3,0,113.04347826086956,26.0,0,0,26
BP Nash,20,962,18,2178,0,108,2,44.16896235078053,53.44444444444444,8,4,116
DBL Powell,29,256,23,533,7,24,5,48.030018761726076,11.130434782608695,0,0,48
TR Ambrose,16,457,14,998,2,55,4,45.791583166332664,32.642857142857146,4,1,107
RO Hinds,5,142,5,399,0,18,2,35.58897243107769,28.4,0,0,47
LS Baker,6,34,2,67,3,5,0,50.74626865671642,17.0,0,0,19
CR Foggo,2,12,2,16,0,1,0,75.0,6.0,0,0,6
OL Pitcher,8,167,7,328,2,13,0,50.91463414634146,23.857142857142858,1,0,63
JJ Celestine,4,28,4,65,1,5,0,43.07692307692308,7.0,0,0,15
IH Romaine,13,183,11,372,3,20,1,49.193548387096776,16.636363636363637,1,0,61
J Edness,5,119,5,219,2,13,0,54.337899543378995,23.8,1,0,72
RR Watson,17,300,13,402,1,41,2,74.6268656716418,23.076923076923077,2,0,54
NS Poonia,11,106,7,146,3,3,1,72.6027397260274,15.142857142857142,0,0,38
CJO Smith,15,229,14,305,4,31,0,75.08196721311475,16.357142857142858,1,0,51
AL Watkins,4,150,3,119,0,19,2,126.05042016806723,50.0,1,0,89
Anjum Chopra,2,15,2,32,1,1,0,46.875,7.5,0,0,15
R Dhar,3,19,2,36,0,1,0,52.77777777777778,9.5,0,0,12
P Roy,3,26,2,62,0,1,0,41.935483870967744,13.0,0,0,17
S Nitschke,6,111,5,96,1,14,0,115.625,22.2,0,0,37
KL Rolton,3,82,2,79,0,6,1,103.79746835443038,41.0,0,0,43
SC Taylor,5,250,2,198,0,30,1,126.26262626262626,125.0,3,0,76
BL Morgan,2,66,1,58,0,5,0,113.79310344827586,66.0,0,0,46
