Batsmen,Matches,Runs,Wickets,Balls,0,4,6,Strike Rate,Average,50,100,High Score
JA Burns,59,1926,52,2411,5,194,46,79.88386561592701,37.03846153846154,9,4,235
AI Ross,37,765,30,613,3,56,26,124.79608482871126,25.5,4,0,65
MT Steketee,13,54,11,55,4,2,4,98.18181818181819,4.909090909090909,0,0,13
JK Lalor,16,77,8,87,2,7,1,88.50574712643679,9.625,0,0,14
KP Pietersen,291,12206,254,15492,17,1306,215,78.78905241414924,48.05511811023622,93,26,227
EP Gulbis,28,386,21,308,3,35,11,125.32467532467533,18.38095238095238,1,0,61
AJ Doolan,26,579,23,823,1,67,5,70.35236938031592,25.17391304347826,3,1,116
BR McDermott,34,921,26,705,1,55,41,130.63829787234042,35.42307692307692,4,1,114
CJ Boyce,30,247,21,200,5,16,16,123.5,11.761904761904763,1,0,51
MS Harris,41,909,40,818,1,105,23,111.12469437652811,22.725,4,0,85
AT Carey,33,1147,25,966,1,128,22,118.73706004140787,45.88,9,1,100
J Weatherald,33,828,29,666,1,80,35,124.32432432432432,28.551724137931036,8,1,115
JS Lehmann,25,267,20,253,5,25,3,105.53359683794466,13.35,0,0,46
JR Dean,19,317,15,240,2,19,24,132.08333333333334,21.133333333333333,1,0,54
CJ Green,29,321,17,240,5,20,11,133.75,18.88235294117647,0,0,49
Fawad Ahmed,11,21,5,37,3,2,0,56.75675675675676,4.2,0,0,5
AL Fekete,4,3,1,12,1,0,0,25.0,3.0,0,0,1
DR Sams,15,176,15,135,2,9,10,130.37037037037038,11.733333333333333,0,0,42
WG Bosisto,10,102,7,111,1,11,0,91.89189189189189,14.571428571428571,0,0,36
JR Philippe,16,311,11,208,1,35,7,149.51923076923077,28.272727272727273,2,0,86
HWR Cartwright,29,492,22,541,3,38,12,90.94269870609982,22.363636363636363,3,0,65
M Labuschagne,10,395,10,745,2,52,0,53.02013422818792,39.5,4,1,154
B Doggett,6,16,3,22,0,0,0,72.72727272727273,5.333333333333333,0,0,6
AC Agar,35,612,23,625,3,45,21,97.92,26.608695652173914,2,1,112
JP Inglis,7,123,6,100,0,13,4,123.0,20.5,1,0,55
PSP Handscomb,46,1323,33,1817,3,123,16,72.81232801320859,40.09090909090909,10,3,150
JW Hastings,45,542,28,537,5,47,22,100.93109869646183,19.357142857142858,2,0,52
JC Silk,42,942,31,793,1,52,21,118.78940731399747,30.387096774193548,4,0,69
BJ Dwarshuis,17,139,10,123,1,7,5,113.00813008130082,13.9,0,0,21
JD Wildermuth,15,154,15,142,2,6,10,108.45070422535211,10.266666666666667,0,0,29
TP Ludeman,41,924,33,776,1,87,29,119.0721649484536,28.0,5,0,92
JA Richardson,7,52,3,47,1,4,2,110.63829787234043,17.333333333333332,0,0,16
CA Rose,11,92,5,78,1,6,2,117.94871794871794,18.4,0,0,29
TS Rogers,1,0,1,2,1,0,0,0.0,0.0,0,0,0
PM Siddle,68,1186,51,2468,9,127,5,48.055105348460295,23.254901960784313,2,1,101
CJ Gannon,11,82,5,81,1,7,2,101.23456790123457,16.4,0,0,23
MJ Swepson,10,26,6,29,2,2,0,89.65517241379311,4.333333333333333,0,0,9
GS Sandhu,13,50,5,57,2,4,1,87.71929824561404,10.0,0,0,11
TH David,20,813,15,673,0,75,27,120.80237741456166,54.2,6,0,97
S Milenko,20,233,10,175,1,16,12,133.14285714285714,23.3,1,0,66
JS Paris,3,15,2,19,0,1,0,78.94736842105263,7.5,0,0,13
SE Gotch,17,279,14,268,0,18,7,104.1044776119403,19.928571428571427,0,0,48
CT Bancroft,24,672,19,675,2,48,19,99.55555555555556,35.36842105263158,5,0,87
MW Short,16,245,15,243,1,14,8,100.82304526748972,16.333333333333332,2,0,65
BJ Webster,11,174,7,153,1,12,3,113.72549019607843,24.857142857142858,1,0,67
JM Holland,5,7,2,30,2,0,0,23.333333333333332,3.5,0,0,5
JM Vince,45,1283,43,1341,1,156,20,95.67486950037285,29.837209302325583,7,0,81
JS Lenton,6,111,3,78,0,7,6,142.30769230769232,37.0,0,0,27
SM Whiteman,28,475,26,405,2,42,13,117.28395061728395,18.26923076923077,2,0,68
CP Tremain,17,100,6,106,7,8,4,94.33962264150944,16.666666666666668,0,0,37
TT Bresnan,122,1927,84,2819,12,185,28,68.35757360766229,22.94047619047619,5,1,101
DJ Worrall,6,39,1,29,1,3,1,134.48275862068965,39.0,0,0,13
MT Renshaw,17,748,15,1421,2,86,7,52.638986629134415,49.86666666666667,6,1,184
TD Paine,79,2164,74,2938,6,239,29,73.65554799183118,29.243243243243242,18,2,111
M Kelly,4,27,3,21,1,2,1,128.57142857142858,9.0,0,0,18
M Bryant,14,335,12,230,1,42,14,145.65217391304347,27.916666666666668,1,0,71
JL Pattinson,32,477,22,1068,3,45,8,44.662921348314605,21.681818181818183,2,0,71
JP Behrendorff,12,74,6,71,1,5,1,104.22535211267606,12.333333333333334,0,0,26
Usman Qadir,4,9,1,19,0,0,0,47.36842105263158,9.0,0,0,5
SB Harper,20,351,18,262,3,39,10,133.96946564885496,19.5,1,0,56
W Sutherland,1,7,0,8,0,0,0,87.5,7.0,0,0,7
JJS Sangha,10,178,8,167,0,11,5,106.58682634730539,22.25,2,0,63
TJ Dean,2,18,2,20,0,1,0,90.0,9.0,0,0,11
NCR Larkin,9,174,5,155,1,17,2,112.25806451612904,34.8,0,0,45
J Edwards,7,66,7,72,0,6,0,91.66666666666667,9.428571428571429,0,0,17
KR Smith,3,44,2,43,1,4,0,102.32558139534883,22.0,0,0,41
C Valente,5,66,2,51,0,6,1,129.41176470588235,33.0,0,0,21
JD Cook,2,14,1,16,0,1,0,87.5,14.0,0,0,12
N McAndrew,2,8,0,8,0,1,0,100.0,4.0,0,0,7
SL Rainbird,5,2,4,7,3,0,0,28.571428571428573,0.5,0,0,1
L Pope,2,5,1,6,1,1,0,83.33333333333333,5.0,0,0,5
GA West,1,0,0,1,1,0,0,0.0,0.0,0,0,0
MW Harvey,12,162,12,147,0,17,5,110.20408163265306,13.5,0,0,38
Usman Shinwari,2,5,0,6,0,0,0,83.33333333333333,2.5,0,0,3
J Avendano,3,35,3,36,1,2,2,97.22222222222223,11.666666666666666,0,0,30
J Merlo,3,22,3,22,0,3,0,100.0,7.333333333333333,0,0,11
HJ Nielsen,4,80,2,60,0,6,2,133.33333333333334,40.0,0,0,44
SM Boland,13,43,6,58,3,3,0,74.13793103448276,7.166666666666667,0,0,8
L Bowe,2,2,1,3,1,0,0,66.66666666666667,2.0,0,0,2
AP Devcich,27,594,26,565,3,70,14,105.13274336283186,22.846153846153847,4,0,70
LN O'Connor,5,5,3,19,1,0,0,26.31578947368421,1.6666666666666667,0,0,2
JM Mennie,8,28,8,64,1,2,0,43.75,3.5,0,0,10
JR Doran,3,10,2,13,1,0,0,76.92307692307692,5.0,0,0,7
TL O'Connell,2,9,0,7,1,1,0,128.57142857142858,4.5,0,0,9
BAD Manenti,1,2,0,2,0,0,0,100.0,2.0,0,0,2
AM Hardie,1,8,1,8,0,1,0,100.0,8.0,0,0,8
CP Jewell,7,123,6,100,0,15,2,123.0,20.5,1,0,61
JA Prestwidge,1,1,0,1,0,0,0,100.0,1.0,0,0,1
NR Hobson,4,86,3,77,0,5,3,111.68831168831169,28.666666666666668,0,0,43
M Gilkes,2,51,2,41,1,5,3,124.39024390243902,25.5,1,0,51
BJ Holt,2,41,1,35,0,1,3,117.14285714285714,41.0,0,0,37
CD Hinchliffe,2,12,1,17,0,0,0,70.58823529411765,12.0,0,0,9
SP Terry,6,37,6,76,1,3,0,48.68421052631579,6.166666666666667,0,0,16
Harpreet Brar,1,20,0,14,0,2,1,142.85714285714286,20.0,0,0,20
SE Rutherford,9,88,7,72,0,3,7,122.22222222222223,12.571428571428571,0,0,28
Y Prithvi Raj,1,0,0,1,1,0,0,0.0,0.0,0,0,0
KC Cariappa,5,24,3,21,0,0,2,114.28571428571429,8.0,0,0,12
Gurkeerat Singh,29,453,26,366,4,49,11,123.77049180327869,17.423076923076923,2,0,65
P Simran Singh,1,16,1,18,0,1,1,88.88888888888889,16.0,0,0,16
J Suchith,6,54,2,48,1,4,2,112.5,27.0,0,0,34
AK Markram,8,184,8,291,1,23,2,63.23024054982818,23.0,0,0,45
HE van der Dussen,7,312,6,350,0,14,10,89.14285714285714,52.0,3,0,95
D Pretorius,7,99,5,97,0,7,4,102.0618556701031,19.8,1,0,50
L Ngidi,4,9,2,20,1,0,1,45.0,4.5,0,0,6
L Tucker,11,144,9,156,2,14,1,92.3076923076923,16.0,1,0,56
MR Adair,24,282,17,259,1,17,13,108.88030888030887,16.58823529411765,0,0,38
WB Rankin,31,152,10,292,4,12,2,52.054794520547944,15.2,0,0,23
J Little,3,9,3,11,2,2,0,81.81818181818181,3.0,0,0,9
BT Foakes,7,119,4,132,0,7,1,90.15151515151516,29.75,1,0,61
Imam-ul-Haq,16,672,13,895,0,68,2,75.08379888268156,51.69230769230769,4,2,151
Haris Sohail,47,1390,37,1664,1,106,21,83.53365384615384,37.567567567567565,12,0,89
HDRL Thirimanne,145,4319,121,7206,7,365,31,59.93616430752151,35.69421487603306,32,5,157
FDM Karunaratne,63,3168,57,6191,3,318,6,51.171054756905185,55.578947368421055,24,9,186
BMAJ Mendis,62,838,48,974,4,64,17,86.03696098562628,17.458333333333332,1,0,72
I Udana,20,121,15,144,2,5,5,84.02777777777777,8.066666666666666,0,0,17
Mohammad Shahzad,107,3439,97,3214,6,399,107,107.00062227753578,35.45360824742268,24,5,139
Hazratullah,18,365,18,422,2,40,13,86.49289099526067,20.27777777777778,1,0,50
Hashmatullah Shahidi,31,811,26,1513,2,77,4,53.60211500330469,31.192307692307693,7,0,83
Hamid Hassan,21,102,11,169,5,9,3,60.35502958579882,9.272727272727273,0,0,22
Mohammad Mithun,20,302,20,419,4,28,8,72.0763723150358,15.1,0,0,47
Asif Ali,27,481,21,365,0,27,29,131.78082191780823,22.904761904761905,2,0,52
Mohammad Saifuddin,9,107,5,88,1,15,1,121.5909090909091,21.4,1,0,51
LH Ferguson,9,20,5,56,3,2,0,35.714285714285715,4.0,0,0,4
SS Cottrell,14,76,8,114,3,6,3,66.66666666666667,9.5,0,0,17
O Thomas,8,13,3,55,5,1,0,23.636363636363637,4.333333333333333,0,0,6
Ikram Alikhil,11,235,7,417,0,18,1,56.354916067146284,33.57142857142857,2,0,86
Aftab Alam,12,39,6,52,4,6,1,75.0,6.5,0,0,14
AE Jones,32,749,30,865,6,87,9,86.58959537572254,24.966666666666665,5,0,91
KL Cross,9,29,3,97,2,1,0,29.896907216494846,9.666666666666666,0,0,8
S Ecclestone,8,76,4,84,1,8,3,90.47619047619048,19.0,0,0,27
SA Campbelle,46,668,33,977,3,56,9,68.37256908904811,20.242424242424242,1,1,105
SACA King,35,419,27,529,3,38,4,79.20604914933837,15.518518518518519,0,0,43
CA Henry,12,133,10,192,0,12,0,69.27083333333333,13.3,0,0,39
B Cooper,34,478,26,658,3,49,7,72.64437689969606,18.384615384615383,2,0,61
KJ Garth,37,784,23,1101,3,60,3,71.2079927338783,34.08695652173913,3,0,98
Shaheen Shah Afridi,6,28,5,46,2,2,1,60.869565217391305,5.6,0,0,19
TAM Siriwardana,39,921,35,1010,4,76,32,91.18811881188118,26.314285714285713,5,1,110
Liton Das,31,774,29,940,3,83,14,82.34042553191489,26.689655172413794,4,0,94
NY McLean,16,176,12,281,2,19,2,62.63345195729537,14.666666666666666,0,0,23
K Ramharack,4,6,2,16,1,0,0,37.5,3.0,0,0,3
F Baleri,9,154,8,246,0,14,4,62.60162601626016,19.25,0,0,46
R Bakum,4,45,4,47,1,4,2,95.74468085106383,11.25,0,0,18
S Ateak,8,218,6,284,0,19,5,76.7605633802817,36.333333333333336,1,0,75
SL Perera,2,10,2,24,0,0,0,41.666666666666664,5.0,0,0,7
DNA Ankrah,7,101,5,157,0,6,3,64.3312101910828,20.2,0,0,43
JH Mensah,8,111,7,99,1,13,4,112.12121212121212,15.857142857142858,0,0,36
M Aboagye,3,47,2,54,0,3,0,87.03703703703704,23.5,0,0,24
IKO Aboagye,10,105,7,124,2,5,6,84.6774193548387,15.0,0,0,36
DK Anefie,4,34,2,38,1,2,0,89.47368421052632,17.0,0,0,18
N Davin,16,335,15,223,1,34,15,150.22421524663676,22.333333333333332,1,0,54
AS Wright,3,46,3,48,1,3,3,95.83333333333333,15.333333333333334,0,0,43
MWR Stokes,12,356,9,509,1,36,0,69.9410609037328,39.55555555555556,1,1,135
J Butler,5,83,4,104,0,7,1,79.8076923076923,20.75,0,0,36
DR Hooper,11,158,7,202,2,11,1,78.21782178217822,22.571428571428573,1,0,55
LJ Barker,8,71,8,133,1,7,0,53.38345864661654,8.875,0,0,20
LB Ferbrache,12,303,10,334,0,19,9,90.7185628742515,30.3,2,0,68
TCR Kimber,4,21,4,52,0,2,0,40.38461538461539,5.25,0,0,16
LC Le Tissier,6,32,2,32,0,1,0,100.0,16.0,0,0,9
ACF Stokes,3,0,3,7,3,0,0,0.0,0.0,0,0,0
TCW Veillard,1,3,0,5,0,0,0,60.0,3.0,0,0,3
W Peatfield,3,20,3,16,0,1,1,125.0,6.666666666666667,0,0,15
D Weston,3,40,3,29,0,4,2,137.93103448275863,13.333333333333334,0,0,21
Mudassar Muhammad,3,58,3,72,0,2,2,80.55555555555556,19.333333333333332,0,0,30
VB Chikkannaiah,2,32,2,42,0,0,0,76.19047619047619,16.0,0,0,21
CAJ Meschede,11,222,8,176,0,11,15,126.13636363636364,27.75,1,0,67
V Ganesan,1,4,1,6,0,0,0,66.66666666666667,4.0,0,0,4
H Singh,3,27,1,30,0,2,0,90.0,27.0,0,0,12
Amir Mangal,5,38,3,26,0,2,3,146.15384615384616,12.666666666666666,0,0,11
ND Laegsgaard,9,101,7,103,3,11,2,98.05825242718447,14.428571428571429,0,0,39
HAM Shah,30,642,28,973,4,37,15,65.98150051387462,22.928571428571427,4,0,93
T Bharaj,7,104,5,142,1,2,2,73.2394366197183,20.8,1,0,68
Delawar Khan,10,69,8,54,3,2,5,127.77777777777777,8.625,0,0,23
Anique Uddin,10,140,7,189,0,6,0,74.07407407407408,20.0,0,0,43
Rizwan Mahmood,21,254,21,394,3,12,7,64.46700507614213,12.095238095238095,0,0,37
OD Hald,11,82,8,84,1,5,5,97.61904761904762,10.25,0,0,27
Zishan Shah,12,235,10,323,0,20,2,72.75541795665634,23.5,1,0,50
Raza Iqbal,6,52,6,72,1,7,0,72.22222222222223,8.666666666666666,0,0,19
E Ul Haq,5,22,5,39,0,2,0,56.41025641025641,4.4,0,0,10
Walid Ghauri,3,49,3,45,0,6,1,108.88888888888889,16.333333333333332,0,0,38
Ansar Iqbal,3,24,3,40,0,2,0,60.0,8.0,0,0,15
Tafseer Ali,5,110,3,154,0,11,1,71.42857142857143,36.666666666666664,1,0,79
Hayatullah Niazi,3,43,3,43,0,1,2,100.0,14.333333333333334,0,0,27
Khizer Ahmed,4,32,2,47,1,1,0,68.08510638297872,16.0,0,0,18
Abdullah Sheikh,2,13,2,19,0,1,0,68.42105263157895,6.5,0,0,11
S Waqas Ahmed,5,9,4,25,3,0,0,36.0,2.25,0,0,8
Junaid Sheikh,3,19,3,20,0,1,1,95.0,6.333333333333333,0,0,9
P Bhart,3,3,1,19,1,0,0,15.789473684210526,3.0,0,0,2
NJ Ferraby,9,122,9,111,2,18,0,109.90990990990991,13.555555555555555,0,0,41
BDH Stevens,24,589,21,695,2,57,11,84.74820143884892,28.047619047619047,3,1,103
C Bisson,20,299,17,289,3,31,7,103.46020761245674,17.58823529411765,0,0,48
JW Jenner,26,796,22,736,1,60,30,108.15217391304348,36.18181818181818,7,0,90
DG Blampied,9,119,5,130,0,5,0,91.53846153846153,23.8,0,0,21
AW Hawkins-Kay,20,317,13,399,1,19,3,79.4486215538847,24.384615384615383,1,0,60
B Ward,10,183,7,151,1,7,12,121.19205298013244,26.142857142857142,1,0,58
JE Dunford,9,39,6,68,2,0,0,57.35294117647059,6.5,0,0,13
CW Perchard,16,116,12,155,4,8,2,74.83870967741936,9.666666666666666,0,0,34
EJB Miles,2,12,0,9,0,1,0,133.33333333333334,6.0,0,0,7
WJR Robertson,1,1,0,2,0,0,0,50.0,1.0,0,0,1
Abdul Hashim,7,71,4,75,2,5,0,94.66666666666667,17.75,0,0,29
SA Ahmad,8,190,6,204,1,21,2,93.13725490196079,31.666666666666668,1,0,67
J Jojo,10,94,6,104,0,3,4,90.38461538461539,15.666666666666666,0,0,30
BBJL Perera,17,274,15,249,1,25,10,110.04016064257029,18.266666666666666,1,0,67
Manpreet Singh,25,474,24,610,0,35,7,77.70491803278688,19.75,1,0,50
NA Maiolo,4,34,4,41,0,2,1,82.92682926829268,8.5,0,0,25
GP Meade,9,142,9,208,1,13,1,68.26923076923077,15.777777777777779,1,0,61
MJ Ross,4,55,2,41,0,2,3,134.14634146341464,27.5,0,0,34
Anam Mollik,1,9,1,10,0,1,0,90.0,9.0,0,0,9
Rakibul Hasan,4,14,3,17,1,1,0,82.3529411764706,4.666666666666667,0,0,5
GRD Munasinghe,13,113,8,152,4,11,1,74.34210526315789,14.125,0,0,42
Baljit Singh,3,4,3,16,1,0,0,25.0,1.3333333333333333,0,0,3
Charanjeet Singh,4,20,0,27,0,2,0,74.07407407407408,5.0,0,0,8
S Arachchige,1,0,1,2,1,0,0,0.0,0.0,0,0,0
M Samake,1,1,1,7,0,0,0,14.285714285714286,1.0,0,0,1
R Cisse,1,0,1,1,1,0,0,0.0,0.0,0,0,0
O Sow,1,0,1,6,1,0,0,0.0,0.0,0,0,0
A Kone,1,0,1,3,1,0,0,0.0,0.0,0,0,0
M Coulibaly,1,0,1,12,1,0,0,0.0,0.0,0,0,0
N Traore,1,0,0,6,1,0,0,0.0,0.0,0,0,0
T Konate,1,0,1,7,1,0,0,0.0,0.0,0,0,0
A Sangare,1,0,1,6,1,0,0,0.0,0.0,0,0,0
B Coulibaly,1,0,0,1,1,0,0,0.0,0.0,0,0,0
Y Sangare,1,0,1,2,1,0,0,0.0,0.0,0,0,0
S Kagnassy,1,0,1,4,1,0,0,0.0,0.0,0,0,0
A Uwimbabazi,5,31,3,51,0,0,0,60.78431372549019,10.333333333333334,0,0,11
J Nyirankundineza,3,7,0,8,1,1,0,87.5,2.3333333333333335,0,0,5
WIA Fernando,18,507,18,532,2,47,10,95.30075187969925,28.166666666666668,3,1,104
KAJ Roach,83,830,50,2111,15,79,10,39.31785883467551,16.6,0,0,41
P Agnihotri,2,25,2,36,0,2,0,69.44444444444444,12.5,0,0,19
Nazakat Ali,2,35,2,31,0,1,3,112.90322580645162,17.5,0,0,25
Abdul-Shakoor Rahimzei,3,33,1,23,0,2,1,143.47826086956522,33.0,0,0,17
MJ Richardson,15,238,11,213,1,23,5,111.73708920187794,21.636363636363637,0,0,37
Asad Mohammad,2,37,2,15,0,2,4,246.66666666666666,18.5,0,0,32
Sahir Naqash,2,54,1,24,0,1,5,225.0,54.0,0,0,38
R Pillai,4,44,3,66,1,1,0,66.66666666666667,14.666666666666666,0,0,20
Izatullah Dawlatzai,4,25,2,26,2,2,2,96.15384615384616,12.5,0,0,24
Javed Maroofkhail,1,3,1,8,0,0,0,37.5,3.0,0,0,3
OE Newey,11,382,9,638,0,24,4,59.874608150470216,42.44444444444444,2,1,129
J Sumerauer,2,8,1,10,0,1,0,80.0,8.0,0,0,6
Rehman Abdul,3,47,2,53,0,2,1,88.67924528301887,23.5,0,0,28
Jaspreet Singh,2,19,2,23,0,1,0,82.6086956521739,9.5,0,0,11
A Bulow,8,104,7,143,1,9,4,72.72727272727273,14.857142857142858,0,0,45
A Sarma,2,45,2,51,0,3,2,88.23529411764706,22.5,0,0,28
JL Martel,1,13,0,6,0,1,1,216.66666666666666,13.0,0,0,13
Omar Hayat,3,7,3,11,0,0,0,63.63636363636363,2.3333333333333335,0,0,5
Bashir Shah,15,52,9,110,2,2,1,47.27272727272727,5.777777777777778,0,0,19
Simranjit Singh,1,8,1,9,0,0,0,88.88888888888889,8.0,0,0,8
SW Ambris,6,314,5,324,0,37,1,96.91358024691358,62.8,2,1,148
FA Allen,6,77,3,64,1,9,2,120.3125,25.666666666666668,1,0,51
HM Nicholls,32,1048,28,1897,2,111,3,55.24512387981023,37.42857142857143,9,2,125
Sayed Shirzad,1,25,1,17,0,2,2,147.05882352941177,25.0,0,0,25
DM Kimmince,10,139,6,166,1,9,1,83.73493975903614,23.166666666666668,0,0,43
BRM Taylor,167,5583,144,7576,17,490,86,73.69324181626187,38.770833333333336,41,11,273
R Mutumbami,54,1017,48,1451,5,103,26,70.0895933838732,21.1875,5,0,67
KM Jarvis,33,230,20,453,8,18,6,50.77262693156733,11.5,0,0,32
CB Mpofu,40,93,22,228,15,3,4,40.78947368421053,4.2272727272727275,0,0,20
JA McCollum,9,238,9,419,0,32,1,56.801909307875896,26.444444444444443,2,0,73
Umar Adam,4,74,3,65,0,10,1,113.84615384615384,24.666666666666668,1,0,53
Ahmed Hassan,9,105,8,240,1,4,0,43.75,13.125,0,0,41
Mohamed Rishwan,9,151,8,192,1,11,7,78.64583333333333,18.875,0,0,39
MNR Cooray,2,96,1,72,0,12,3,133.33333333333334,96.0,1,0,56
Shafraz Jaleel,8,65,7,125,3,8,0,52.0,9.285714285714286,0,0,26
Hassan Rasheed,3,17,3,44,0,0,1,38.63636363636363,5.666666666666667,0,0,13
WJ Malinda,2,11,1,9,0,0,1,122.22222222222223,11.0,0,0,10
Ameel Mauroof,1,3,0,7,0,0,0,42.857142857142854,3.0,0,0,3
DF Jacobs,4,58,4,84,0,7,0,69.04761904761905,14.5,0,0,20
Md Shafiqul Haque,4,88,3,66,0,5,6,133.33333333333334,29.333333333333332,0,0,38
HJ Jordaan,4,94,3,108,0,8,0,87.03703703703704,31.333333333333332,0,0,37
N Pathan,4,134,2,109,0,8,7,122.93577981651376,67.0,1,0,54
Z Hoque,3,46,3,35,0,4,2,131.42857142857142,15.333333333333334,0,0,20
Anowarul Islam,4,15,4,21,1,1,1,71.42857142857143,3.75,0,0,9
S Hongsi,3,27,0,16,0,3,1,168.75,9.0,0,0,11
SJ Bryce,18,367,14,406,2,44,3,90.39408866995073,26.214285714285715,2,0,65
KE Bryce,15,420,8,563,0,48,3,74.60035523978685,52.5,3,0,73
RS Glen,11,159,10,165,1,16,2,96.36363636363636,15.9,1,0,60
RK Willis,10,38,8,54,1,3,0,70.37037037037037,4.75,0,0,13
PA Chatterji,10,93,6,110,0,8,0,84.54545454545455,15.5,0,0,26
RV Scholes,15,186,12,329,3,15,2,56.53495440729483,15.5,0,0,35
L Jack,17,221,10,294,1,19,0,75.17006802721089,22.1,1,0,54
K McGill,9,52,5,114,1,4,0,45.6140350877193,10.4,0,0,12
CM Scott,1,3,0,2,0,0,0,150.0,3.0,0,0,3
JE Ronalds,2,17,2,39,0,1,0,43.58974358974359,8.5,0,0,11
ST Frohnmayer,2,17,2,48,0,1,0,35.416666666666664,8.5,0,0,9
K Vijayaraghavan,2,0,2,7,2,0,0,0.0,0.0,0,0,0
AM Healey,2,8,1,17,0,2,0,47.05882352941177,8.0,0,0,4
CM Gough,2,39,2,57,0,2,0,68.42105263157895,19.5,0,0,22
PA Wadenpohl,2,3,2,22,0,0,0,13.636363636363637,1.5,0,0,2
A Bierwisch,2,14,0,53,0,0,0,26.41509433962264,7.0,0,0,10
MS Beresford,1,2,1,12,0,0,0,16.666666666666668,2.0,0,0,2
Faheem Ashraf,13,235,7,241,1,20,8,97.5103734439834,33.57142857142857,2,0,83
Rahat Ali,25,144,12,410,9,19,3,35.1219512195122,12.0,0,0,35
TE Kane,3,42,2,118,0,4,0,35.59322033898305,21.0,0,0,26
G Wareham,7,33,3,39,4,4,0,84.61538461538461,11.0,0,0,19
S Molineux,10,150,10,195,2,24,0,76.92307692307692,15.0,1,0,62
GA Elwiss,16,265,10,439,1,30,0,60.36446469248292,26.5,2,0,77
SW Poynter,22,286,21,315,1,29,3,90.7936507936508,13.619047619047619,0,0,39
AR McBrine,30,348,19,494,2,29,6,70.44534412955466,18.31578947368421,2,0,79
J Cameron-Dow,1,41,0,70,0,5,0,58.57142857142857,41.0,0,0,41
Ihsanullah,4,100,3,262,1,11,2,38.16793893129771,33.333333333333336,1,0,72
Yamin Ahmadzai,6,14,4,60,3,0,1,23.333333333333332,3.5,0,0,9
Wafadar Momand,1,6,1,24,0,1,0,25.0,6.0,0,0,6
Waqar Salamkheil,1,1,0,4,0,0,0,25.0,1.0,0,0,1
TS Kamunhukamwe,1,0,1,1,1,0,0,0.0,0.0,0,0,0
SC Getkate,7,48,5,45,0,3,2,106.66666666666667,9.6,0,0,16
GJ Thompson,9,124,8,132,2,15,1,93.93939393939394,15.5,0,0,44
R Rohan,17,277,16,348,5,33,6,79.59770114942529,17.3125,0,0,49
S Chandramohan,16,585,15,653,2,59,23,89.58652373660031,39.0,6,0,80
CR Suryawanshi,27,536,25,575,3,56,17,93.21739130434783,21.44,3,0,62
Janak Prakash,12,108,8,90,2,9,3,120.0,13.5,0,0,25
A Krishna,4,10,3,11,0,1,0,90.9090909090909,3.3333333333333335,0,0,4
AE Paraam,17,392,14,577,2,32,10,67.93760831889081,28.0,2,0,95
Inam-ul-Haq,3,80,2,75,0,11,0,106.66666666666667,40.0,0,0,41
Faisal Javed,4,54,4,27,1,8,3,200.0,13.5,0,0,29
Muhammad Tanveer,4,61,4,58,0,6,3,105.17241379310344,15.25,0,0,26
Iqbal Hussain,9,125,5,113,0,14,2,110.61946902654867,25.0,0,0,39
Virandeep Singh,22,560,18,744,1,46,8,75.26881720430107,31.11111111111111,2,0,73
Anwar Arudin,34,651,33,755,3,72,28,86.2251655629139,19.727272727272727,4,0,69
Syed Aziz,17,390,16,335,2,44,12,116.41791044776119,24.375,3,0,87
Shafiq Sharif,38,550,34,616,7,71,8,89.28571428571429,16.176470588235293,1,0,59
Ahmed Faiz Mohammad Noor,41,1343,34,1597,3,125,33,84.09517845961177,39.5,10,3,111
Aminuddin Ramly,25,430,21,445,1,27,27,96.62921348314607,20.476190476190474,1,0,51
M Syahadat Ramli,14,163,11,167,0,14,6,97.60479041916167,14.818181818181818,0,0,41
S Muniandy,12,108,10,90,2,5,7,120.0,10.8,0,0,27
Fitri Sham,9,40,6,60,1,2,0,66.66666666666667,6.666666666666667,0,0,15
Anwar Rahman,7,22,4,62,1,2,0,35.483870967741936,5.5,0,0,8
Pavandeep Singh,10,13,4,82,4,0,0,15.853658536585366,3.25,0,0,5
R Sandaruwan,3,41,3,32,1,5,1,128.125,13.666666666666666,0,0,26
S Varathappan,1,9,1,11,0,2,0,81.81818181818181,9.0,0,0,9
Muhammad Kashif,3,143,2,104,0,6,11,137.5,71.5,1,0,51
Shiraz Khan,3,11,3,16,1,1,0,68.75,3.6666666666666665,0,0,6
Bilal Tahir,3,20,3,17,1,1,1,117.6470588235294,6.666666666666667,0,0,13
MNM Aslam,3,29,3,30,1,3,0,96.66666666666667,9.666666666666666,0,0,23
Mohammad Ahsan,2,12,2,14,0,0,1,85.71428571428571,6.0,0,0,8
Ilyas Ahmed,2,2,1,3,0,0,0,66.66666666666667,2.0,0,0,1
NCK Liyanage,2,8,1,8,1,1,0,100.0,8.0,0,0,8
PS Airee,22,318,17,385,4,33,11,82.59740259740259,18.705882352941178,1,0,60
P Khadka,65,1680,49,1740,3,158,59,96.55172413793103,34.285714285714285,9,2,106
G Malla,56,1303,47,1612,4,125,20,80.83126550868487,27.72340425531915,5,0,91
RK Paudel,6,45,5,56,0,5,0,80.35714285714286,9.0,0,0,19
S Vesawkar,46,904,27,1291,3,60,21,70.02323780015492,33.48148148148148,4,0,74
P Sarraf,4,29,4,43,1,5,0,67.44186046511628,7.25,0,0,10
B Bhandari,48,658,35,693,4,47,31,94.94949494949495,18.8,3,0,58
