Bowler,Matches,Overs,Runs,4,6,Wickets,Economy,Average,Strike Rate
TG Gordon,1,0.4,0,0,0,0,0.0,0.0,4.0
BP Kruger,1,1.0,23,4,0,0,23.0,23.0,6.0
Adeel Raja,4,18.1,161,16,6,0,8.944444444444445,161.0,109.0
LJ Woodcock,7,33.3,223,15,8,5,6.757575757575758,44.6,40.2
TM Dowlin,1,0.1,3,0,0,0,3.0,3.0,1.0
BJ Bess,1,2.3,78,12,0,1,39.0,78.0,15.0
GEF Barnett,1,0.2,10,1,0,0,5.0,10.0,2.0
Arsalan Qadir,1,0.1,12,2,0,0,12.0,12.0,1.0
RT Lyons,3,20.0,81,8,0,4,4.05,20.25,30.0
MBS Jonkman,6,28.1,141,16,3,10,5.035714285714286,14.1,16.9
Mohammad Kashif,5,21.2,118,11,6,7,5.619047619047619,16.857142857142858,18.285714285714285
CK Hooper,2,9.3,81,16,0,1,9.0,81.0,57.0
AM Blignaut,3,11.4,40,1,0,1,3.6363636363636362,40.0,70.0
GW Flower,2,3.4,38,1,1,0,12.666666666666666,38.0,22.0
IA Nicolson,1,1.3,72,10,3,1,72.0,72.0,9.0
PR George,1,4.5,76,7,0,2,19.0,38.0,14.5
A van der Merwe,3,15.1,79,5,2,2,5.266666666666667,39.5,45.5
MMA Jonkman,1,1.0,19,2,0,1,19.0,19.0,6.0
KG Darlington,4,27.1,68,8,0,7,2.5185185185185186,9.714285714285714,23.285714285714285
H Ramaiya,2,10.3,40,1,0,2,4.0,20.0,31.5
PM Ryan,2,10.1,88,14,1,6,8.8,14.666666666666666,10.166666666666666
LM Paterlini,3,20.1,154,19,3,1,7.7,154.0,121.0
DM Lord,4,29.0,208,21,10,6,7.172413793103448,34.666666666666664,29.0
MJ Paterlini,3,8.0,82,9,1,1,10.25,82.0,48.0
EA MacDermott,4,24.5,152,19,2,2,6.333333333333333,76.0,74.5
HS Jayasena,3,9.4,89,7,3,4,9.88888888888889,22.25,14.5
AM Northcote,1,1.2,36,1,1,0,36.0,36.0,8.0
GJ Savage,3,16.3,119,17,2,3,7.4375,39.666666666666664,33.0
M Shrestha,1,0.5,16,2,0,0,3.2,16.0,5.0
MO Bryan,2,12.4,53,5,0,2,4.416666666666667,26.5,38.0
KF Bazil,2,9.1,41,2,1,1,4.555555555555555,41.0,55.0
AL Casime,2,4.0,39,5,2,2,9.75,19.5,12.0
A Gordon,3,21.3,90,10,1,7,4.285714285714286,12.857142857142858,18.428571428571427
LJ Cush,2,3.5,44,3,2,2,14.666666666666666,22.0,11.5
RS Abeywickrama,1,1.1,21,3,0,1,21.0,21.0,7.0
SA Mohamed,1,1.4,31,2,0,0,31.0,31.0,10.0
D Forrester,1,0.2,26,5,1,0,13.0,26.0,2.0
KA Edwards,1,1.1,16,1,0,0,16.0,16.0,7.0
S Chanderpaul,2,5.4,57,3,0,1,11.4,57.0,34.0
A Mukund,1,0.2,14,1,1,0,7.0,14.0,2.0
SN Pradhan,1,0.4,29,4,0,3,7.25,9.666666666666666,1.3333333333333333
M Manhas,3,4.3,42,2,1,0,10.5,42.0,27.0
JJ van der Wath,20,128.2,865,94,21,31,6.7578125,27.903225806451612,24.838709677419356
R Ninan,2,3.3,65,3,5,3,21.666666666666668,21.666666666666668,7.0
I Malhotra,1,0.1,23,2,2,0,23.0,23.0,1.0
B Chipli,1,0.1,20,1,2,0,20.0,20.0,1.0
AA Kazi,1,0.3,20,1,1,1,6.666666666666667,20.0,3.0
P Prasanth,1,0.1,18,0,3,0,18.0,18.0,1.0
Y Gnaneswara Rao,1,0.1,7,1,0,0,7.0,7.0,1.0
SS Mundhe,1,0.2,5,1,0,1,2.5,5.0,2.0
TJ Heggelman,1,1.1,34,3,0,2,34.0,17.0,3.5
MD Bates,5,18.3,158,14,6,7,8.777777777777779,22.571428571428573,15.857142857142858
NE Bonner,1,0.4,16,0,1,0,4.0,16.0,4.0
GW Aldridge,3,20.1,140,15,2,2,7.0,70.0,60.5
N Ncube,2,37.1,181,27,0,4,4.891891891891892,45.25,55.75
C Brits,1,0.4,2,0,0,0,0.5,2.0,4.0
K Thomson,1,1.0,36,7,0,0,36.0,36.0,6.0
SC Cook,1,0.2,16,3,0,0,8.0,16.0,2.0
RAJ Smith,2,7.5,95,5,4,1,13.571428571428571,95.0,47.0
C Peake,6,25.0,217,16,2,3,8.68,72.33333333333333,50.0
Tanbir Hayder,2,3.2,67,8,0,0,22.333333333333332,67.0,20.0
Kamrul Islam Rabbi,5,66.4,387,58,0,7,5.863636363636363,55.285714285714285,57.142857142857146
Nazmul Hossain Shanto,1,0.4,13,0,2,0,3.25,13.0,4.0
TD Andrews,2,3.2,40,2,1,0,13.333333333333334,40.0,20.0
BJ Webster,2,2.4,48,4,2,0,24.0,48.0,16.0
HTRY Thornton,1,0.5,39,4,2,1,7.8,39.0,5.0
KR Smith,1,0.1,7,1,0,0,7.0,7.0,1.0
PS Masvaure,2,6.2,52,6,0,0,8.666666666666666,52.0,38.0
Babar Hayat,2,6.1,20,3,0,0,3.3333333333333335,20.0,37.0
Mosharraf Hossain,5,31.0,144,8,4,4,4.645161290322581,36.0,46.5
CG Steenstra Toussaint,1,1.3,18,2,0,0,18.0,18.0,9.0
D Massil,2,1.5,15,2,0,0,15.0,15.0,11.0
S Waskar,1,0.2,15,3,0,0,7.5,15.0,2.0
SRM Arachichige,2,2.0,17,2,0,5,8.5,3.4,2.4
E Kahamker,2,2.2,26,3,1,1,13.0,26.0,14.0
R Schachat,2,4.0,39,3,0,0,9.75,39.0,24.0
J Evans,2,4.5,40,3,1,3,10.0,13.333333333333334,9.666666666666666
Y Razpurker,2,2.4,20,0,1,0,10.0,20.0,16.0
S Suarez,2,1.3,27,4,0,0,27.0,27.0,9.0
K Mirpuri,2,3.4,35,1,1,1,11.666666666666666,35.0,22.0
SA Chipolina,1,0.3,18,1,1,2,6.0,9.0,1.5
KJ Ferrary,2,2.3,33,3,2,1,16.5,33.0,15.0
MJ Ansell,2,4.4,50,3,3,3,12.5,16.666666666666668,9.333333333333334
A van den Berg,2,4.0,43,4,2,3,10.75,14.333333333333334,8.0
K Cawte,1,1.0,18,1,0,2,18.0,9.0,3.0
DJ Hawke,2,3.0,58,3,4,2,19.333333333333332,29.0,9.0
S Mills,2,2.5,34,0,1,1,17.0,34.0,17.0
Khaled Khan,1,0.4,21,1,2,2,5.25,10.5,2.0
Mudassar Muhammad,1,0.4,10,0,0,3,2.5,3.3333333333333335,1.3333333333333333
ME Latif,1,0.3,18,2,0,1,6.0,18.0,3.0
N White,1,0.1,7,1,0,0,7.0,7.0,1.0
IDM Latin,1,0.3,22,2,0,0,7.333333333333333,22.0,3.0
Tanveer Iqbal,1,0.5,12,1,0,1,2.4,12.0,5.0
Talat Nadeem,1,0.3,18,2,0,2,6.0,9.0,1.5
Zumika Azmi,3,5.4,39,5,0,1,7.8,39.0,34.0
Sasha Azmi,3,10.3,44,2,0,4,4.4,11.0,15.75
Kashish Agarwal,3,8.5,61,4,0,4,7.625,15.25,13.25
T Sen,3,10.2,60,7,0,2,6.0,30.0,31.0
Samantha Singham,3,8.0,48,4,0,1,6.0,48.0,48.0
Mahirah Izzati Ismail,2,5.0,40,2,0,1,8.0,40.0,30.0
DM Gondaria,3,8.0,68,3,4,2,8.5,34.0,24.0
Muhammad Abbasi,2,4.0,47,7,0,3,11.75,15.666666666666666,8.0
Roheel Shamus,2,4.4,29,0,0,3,7.25,9.666666666666666,9.333333333333334
Muzaffar Mujeed,1,0.1,10,0,1,0,10.0,10.0,1.0
Waqas Akram,2,4.2,35,4,1,3,8.75,11.666666666666666,8.666666666666666
Mujeeb-ur-Rehman,3,8.5,84,6,4,4,10.5,21.0,13.25
Mohammed Irfan (2),2,4.5,43,7,0,2,10.75,21.5,14.5
HB Kayondo,1,0.4,22,3,0,2,5.5,11.0,2.0
Abdalah Lubega,1,0.1,15,1,1,0,15.0,15.0,1.0
BA Langston,3,15.3,57,6,0,2,3.8,28.5,46.5
H Karunaratne,2,3.5,49,4,0,1,16.333333333333332,49.0,23.0
GP Meade,4,25.4,165,14,4,5,6.6,33.0,30.8
MMBRSTC Wanigaratne,5,25.2,138,9,0,3,5.52,46.0,50.666666666666664
C Outerbridge,5,30.3,152,17,0,10,5.066666666666666,15.2,18.3
GH Maybury,4,18.5,123,13,2,4,6.833333333333333,30.75,28.25
AAA Amsterdam,3,8.5,71,3,2,2,8.875,35.5,26.5
BBJL Perera,1,1.2,30,2,1,2,30.0,15.0,4.0
ZH Cheema,1,0.5,7,1,0,1,1.4,7.0,5.0
P Nair,2,11.4,78,8,0,4,7.090909090909091,19.5,17.5
J Smith,1,1.3,53,2,2,2,53.0,26.5,4.5
BJ Hall,1,1.4,38,1,1,2,38.0,19.0,5.0
R Matsumura,1,1.1,22,2,1,0,22.0,22.0,7.0
MM Siddique,1,1.0,15,1,0,0,15.0,15.0,6.0
K Wakita,1,0.4,15,0,1,3,3.75,5.0,1.3333333333333333
Zhang Yu Fei,1,0.4,3,0,0,2,0.75,1.5,2.0
Wang Zihao,1,0.5,10,0,0,2,2.0,5.0,2.5
Feng Yu,1,0.2,10,2,0,0,5.0,10.0,2.0
Pu Xianliang,1,1.0,9,1,0,1,9.0,9.0,6.0
Song Yulin,1,0.5,9,2,0,0,1.8,9.0,5.0
Xu Hao,1,0.2,7,0,1,0,3.5,7.0,2.0
Han Junhui,1,0.2,6,0,0,0,3.0,6.0,2.0
Preeti Bose,1,0.4,18,1,0,1,4.5,18.0,4.0
Atif Ali Khan,1,0.4,43,5,0,1,10.75,43.0,4.0
Muhammed Shanil,1,0.4,49,4,3,0,12.25,49.0,4.0
M Shehani,1,0.5,29,2,1,0,5.8,29.0,5.0
SK Yadav,2,7.2,54,10,0,1,7.714285714285714,54.0,44.0
DP Vaidya,6,22.5,62,2,1,7,2.8181818181818183,8.857142857142858,19.571428571428573
Ghulam Fatima,5,27.0,124,6,2,9,4.592592592592593,13.777777777777779,18.0
H Philip,1,0.2,11,0,0,0,5.5,11.0,2.0
Sanjida Islam,1,0.3,10,2,0,0,3.3333333333333335,10.0,3.0
T Ruma,1,1.0,34,8,0,1,34.0,34.0,6.0
A Sibanda,1,1.0,0,0,0,0,0.0,0.0,6.0
Suraiya Azmin,2,4.3,36,7,0,2,9.0,18.0,13.5
S Saenya,1,0.4,1,0,0,1,0.25,1.0,4.0
MF Kendal,1,1.0,18,4,0,0,18.0,18.0,6.0
MS Kasprowicz,2,4.4,56,5,1,5,14.0,11.2,5.6
JN Gillespie,1,0.5,48,6,2,1,9.6,48.0,5.0
D Gough,4,17.0,113,14,1,4,6.647058823529412,28.25,25.5
J Lewis,12,101.0,408,40,12,19,4.03960396039604,21.473684210526315,31.894736842105264
CL Cairns,4,18.5,129,17,0,4,7.166666666666667,32.25,28.25
JW Wilson,1,0.4,43,4,2,0,10.75,43.0,4.0
AR Adams,6,25.5,206,24,8,5,8.24,41.2,31.0
NJ Astle,11,29.2,180,11,3,7,6.206896551724138,25.714285714285715,25.142857142857142
N Boje,1,0.4,27,2,1,1,6.75,27.0,4.0
D Langford-Smith,10,73.1,321,39,1,10,4.397260273972603,32.1,43.9
PJK Mooney,2,4.5,54,4,1,0,13.5,54.0,29.0
G Chapple,1,0.4,14,2,0,0,3.5,14.0,4.0
JWM Dalrymple,26,142.3,671,38,10,18,4.725352112676056,37.27777777777778,47.5
IR Bell,5,7.3,75,7,1,3,10.714285714285714,25.0,15.0
PDRL Perera,15,96.1,543,70,8,12,5.65625,45.25,48.083333333333336
AGR Loudon,1,1.1,35,4,0,0,35.0,35.0,7.0
Kabir Ali,5,34.0,269,36,6,5,7.911764705882353,53.8,40.8
VS Solanki,4,11.1,61,4,2,1,5.545454545454546,61.0,67.0
GJP Kruger,4,26.0,149,18,2,2,5.730769230769231,74.5,78.0
AJ Hall,34,286.1,1307,124,13,59,4.56993006993007,22.152542372881356,29.10169491525424
ML Lewis,7,43.4,301,30,5,9,7.0,33.44444444444444,29.11111111111111
BR Dorey,4,20.4,139,16,4,2,6.95,69.5,62.0
WCA Ganegama,2,2.2,57,10,1,0,28.5,57.0,14.0
RP Arnold,6,15.3,84,4,3,3,5.6,28.0,31.0
Arshad Khan,2,9.5,72,4,1,2,8.0,36.0,29.5
IDR Bradshaw,29,259.3,1022,98,14,39,3.945945945945946,26.205128205128204,39.92307692307692
DK Butler,3,17.1,112,7,6,0,6.588235294117647,112.0,103.0
KHRK Fernando,2,7.1,39,3,0,1,5.571428571428571,39.0,43.0
Khaled Mahmud,1,0.3,13,2,0,0,4.333333333333333,13.0,3.0
Mohammad Rafique,31,350.4,1252,86,21,40,3.577142857142857,31.3,52.6
Tapash Baisya,2,4.0,76,12,1,0,19.0,76.0,24.0
Manjural Islam Rana,1,0.2,15,1,0,0,7.5,15.0,2.0
DJ Cullen,4,26.1,125,8,2,2,4.8076923076923075,62.5,78.5
Tushar Imran,3,8.2,57,0,1,2,7.125,28.5,25.0
Rajin Saleh,5,14.2,84,1,4,5,6.0,16.8,17.2
WW Hinds,5,20.2,133,10,2,3,6.65,44.333333333333336,40.666666666666664
ID Blackwell,5,41.2,184,8,4,4,4.487804878048781,46.0,62.0
MJ Hoggard,2,39.4,206,29,2,1,5.282051282051282,206.0,238.0
R Telemachus,6,44.4,257,29,4,9,5.840909090909091,28.555555555555557,29.77777777777778
NB Mahwire,6,38.1,175,17,3,5,4.605263157894737,35.0,45.8
RS Higgins,3,21.2,127,5,3,4,6.0476190476190474,31.75,32.0
GM Strydom,2,2.3,24,2,0,0,12.0,24.0,15.0
CD Collymore,18,148.1,564,63,3,18,3.810810810810811,31.333333333333332,49.388888888888886
D Mohammed,4,31.0,165,6,5,10,5.32258064516129,16.5,18.6
AJ Ireland,10,76.2,389,53,3,10,5.118421052631579,38.9,45.8
HP Rinke,5,15.2,111,15,2,2,7.4,55.5,46.0
PJC Hoffmann,5,24.2,170,23,4,1,7.083333333333333,170.0,146.0
DR Brown,5,20.2,196,22,4,3,9.8,65.33333333333333,40.666666666666664
KAD Hurdle,9,73.2,333,41,3,17,4.561643835616438,19.58823529411765,25.88235294117647
S Mukuddem,6,37.0,210,21,3,11,5.675675675675675,19.09090909090909,20.181818181818183
DCC Borden,4,11.1,86,5,2,3,7.818181818181818,28.666666666666668,22.333333333333332
LOB Cann,2,9.0,78,5,0,1,8.666666666666666,78.0,54.0
GB Brent,19,150.1,700,83,9,24,4.666666666666667,29.166666666666668,37.541666666666664
WF Stelling,4,25.3,100,7,4,6,4.0,16.666666666666668,25.5
DJ Reekers,4,19.4,124,16,3,3,6.526315789473684,41.333333333333336,39.333333333333336
TBM de Leede,6,37.3,175,22,3,7,4.72972972972973,25.0,32.142857142857146
LP van Troost,1,0.5,54,4,5,1,10.8,54.0,5.0
AC Cummins,4,27.1,153,13,3,4,5.666666666666667,38.25,40.75
AM Samad,4,7.2,81,11,1,2,11.571428571428571,40.5,22.0
GR Codrington,6,42.5,256,15,5,9,6.095238095238095,28.444444444444443,28.555555555555557
DL Hemp,2,8.5,70,3,4,0,8.75,70.0,53.0
CD McMillan,14,48.1,317,19,9,12,6.604166666666667,26.416666666666668,24.083333333333332
Mohammad Yousuf,1,0.1,0,0,0,1,0.0,0.0,1.0
KT Sandher,4,27.1,161,12,3,6,5.962962962962963,26.833333333333332,27.166666666666668
MP Vaughan,3,14.4,86,3,1,4,6.142857142857143,21.5,22.0
KED Carroll,1,0.1,8,2,0,0,8.0,8.0,1.0
D Mongia,5,37.1,198,8,9,8,5.351351351351352,24.75,27.875
JS Ababu,2,5.1,72,10,2,1,14.4,72.0,31.0
AG Prince,2,3.3,18,0,1,0,6.0,18.0,21.0
L Vincent,2,1.2,22,0,3,1,22.0,22.0,8.0
S Thuraisingam,2,5.2,51,6,0,2,10.2,25.5,16.0
RD Steede,2,10.4,46,3,1,1,4.6,46.0,64.0
H Durham,1,2.0,42,5,0,2,21.0,21.0,6.0
ML Nkala,1,0.3,11,1,0,0,3.6666666666666665,11.0,3.0
ADJ Pitcher,1,1.2,37,4,0,0,37.0,37.0,8.0
A Codrington,1,1.2,28,4,0,0,28.0,28.0,8.0
T Taibu,2,2.2,41,3,2,0,20.5,41.0,14.0
CP Schofield,4,9.4,91,5,5,4,10.11111111111111,22.75,14.5
RJ Kirtley,1,0.1,17,4,0,0,17.0,17.0,1.0
G Wijekoon,3,8.5,93,1,6,4,11.625,23.25,13.25
JN Snape,1,0.1,12,0,1,0,12.0,12.0,1.0
DL Maddy,2,2.1,26,4,0,3,13.0,8.666666666666666,4.333333333333333
AA Noffke,4,18.2,121,10,3,8,6.722222222222222,15.125,13.75
MKDI Amerasinghe,8,81.5,430,48,3,11,5.308641975308642,39.09090909090909,44.63636363636363
RK Whelan,2,9.1,94,12,1,2,10.444444444444445,47.0,27.5
MJ Fourie,2,7.4,43,5,0,0,6.142857142857143,43.0,46.0
MS Tshabalala,4,22.4,145,9,6,3,6.590909090909091,48.333333333333336,45.333333333333336
UDU Chandana,1,1.2,24,0,0,0,24.0,24.0,8.0
HJC Mol,1,1.2,17,1,0,2,17.0,8.5,4.0
J Patraj,2,7.0,73,5,1,2,10.428571428571429,36.5,21.0
TC Bastiampillai,1,0.1,12,2,0,0,12.0,12.0,1.0
A Shamshudeen,1,0.3,24,2,0,0,8.0,24.0,3.0
Qaiser Ali,2,7.2,45,4,0,1,6.428571428571429,45.0,44.0
AL Kandappah,1,0.1,4,1,0,0,4.0,4.0,1.0
S Chattergoon,1,1.1,30,1,0,0,30.0,30.0,7.0
PA Hitchcock,2,8.0,96,10,5,2,12.0,48.0,24.0
GH Bodi,1,0.1,8,1,0,0,8.0,8.0,1.0
AS Luseno,1,1.2,25,4,0,4,25.0,6.25,2.0
KC Hodsoll,1,0.5,28,4,0,1,5.6,28.0,5.0
AS Jaggernauth,1,3.5,96,6,5,1,32.0,96.0,23.0
B Casson,1,5.2,129,15,6,3,25.8,43.0,10.666666666666666
XM Marshall,2,1.0,0,0,0,0,0.0,0.0,6.0
Sami Faridi,1,1.1,26,3,0,0,26.0,26.0,7.0
TE Tucker,1,0.3,20,1,1,0,6.666666666666667,20.0,3.0
SD Outerbridge,1,0.1,11,1,0,1,11.0,11.0,1.0
C Zhuwao,1,0.3,15,3,0,0,5.0,15.0,3.0
Samiullah Khan,2,12.1,112,14,0,0,9.333333333333334,112.0,73.0
Misbah-ul-Haq,1,0.4,30,2,1,0,7.5,30.0,4.0
Kamran Hussain,2,8.5,66,7,0,4,8.25,16.5,13.25
Rizwan Ahmed,1,1.0,24,2,0,0,24.0,24.0,6.0
VVS Laxman,1,1.4,19,1,0,0,19.0,19.0,10.0
Zahid Shah,2,12.1,90,7,0,7,7.5,12.857142857142858,10.428571428571429
Saqib Ali,2,7.5,55,3,0,1,7.857142857142857,55.0,47.0
Arshad Ali,2,7.4,100,8,0,1,14.285714285714286,100.0,46.0
Afzaal Haider,2,7.4,120,16,3,2,17.142857142857142,60.0,23.0
Zain Abbas,1,1.2,50,7,0,1,50.0,50.0,8.0
Skhawat Ali,1,1.3,67,3,4,0,67.0,67.0,9.0
Aman Ali,1,0.4,20,3,0,0,5.0,20.0,4.0
